window_number,emotion_score
0,6.083081395348837
1,6.083081395348837
2,6.0571874999999995
3,6.0571874999999995
4,6.0571874999999995
5,6.104050632911393
6,6.104050632911393
7,6.104050632911393
8,6.233855421686748
9,6.33921052631579
10,6.33921052631579
11,6.344335664335665
12,6.327703703703703
13,6.348428571428571
14,6.352419354838709
15,6.343035714285714
16,6.343035714285714
17,6.343361344537815
18,6.350839694656488
19,6.318231292517007
20,6.318231292517007
21,6.318231292517007
22,6.317068965517241
23,6.380674157303369
24,6.383249999999999
25,6.383249999999999
26,6.383249999999999
27,6.387951807228915
28,6.387951807228915
29,6.367733333333333
30,6.378846153846153
31,6.290714285714285
32,6.207478991596638
33,6.182212389380531
34,6.182212389380531
35,6.182212389380531
36,6.182212389380531
37,6.240241935483872
38,6.144666666666667
39,6.144666666666667
40,6.144666666666667
41,6.144666666666667
42,6.133515624999999
43,6.105658914728681
44,6.145234374999999
45,6.145234374999999
46,6.1288636363636355
47,6.1288636363636355
48,6.107028985507246
49,6.113310344827586
50,6.119127516778524
51,6.119127516778524
52,6.103266666666666
53,6.103266666666666
54,6.0828275862068955
55,6.0390990990991
56,6.06635294117647
57,5.961020408163266
58,5.961020408163266
59,5.961020408163266
60,5.961020408163266
61,5.850344827586206
62,5.940277777777778
63,5.9895774647887325
64,5.9895774647887325
65,5.9895774647887325
66,5.9895774647887325
67,5.972380952380952
68,5.958965517241379
69,5.810232558139535
70,5.8312820512820505
71,5.8312820512820505
72,5.868484848484848
73,6.162089552238807
74,6.13774647887324
75,6.151304347826087
76,6.067723577235773
77,5.984545454545455
78,6.00764705882353
79,6.00764705882353
80,6.00764705882353
81,6.075928571428572
82,6.075928571428572
83,6.117770700636942
84,6.125272727272727
85,6.139076086956521
86,6.098211009174311
87,6.087089201877934
88,6.087089201877934
89,6.087089201877934
90,6.087089201877934
91,6.087089201877934
92,6.087089201877934
93,6.087089201877934
94,6.087089201877934
95,6.087089201877934
96,6.087089201877934
97,6.068088235294117
98,5.9879213483146065
99,6.069125683060109
