window_number,emotion_score
0,0
1,0
2,6.921896551724138
3,6.890806451612902
4,6.792837837837837
5,6.792837837837837
6,6.792837837837837
7,6.792837837837837
8,6.792837837837837
9,6.792837837837837
10,6.792837837837837
11,6.7859036144578315
12,6.831847826086956
13,6.860446428571429
14,6.918770491803278
15,6.918770491803278
16,6.82496062992126
17,6.827307692307692
18,6.846343283582089
19,6.784640522875817
20,6.784640522875817
21,6.758502994011977
22,6.742601156069364
23,6.742601156069364
24,6.742601156069364
25,6.632590673575129
26,6.632590673575129
27,6.570364583333333
28,6.529047619047619
29,6.553459119496854
30,6.553459119496854
31,6.553459119496854
32,6.606542553191489
33,6.606542553191489
34,6.606542553191489
35,6.613316582914573
36,6.624504950495049
37,6.54183406113537
38,6.4969230769230775
39,6.404792626728112
40,6.42755364806867
41,6.456738197424893
42,6.450608695652173
43,6.458571428571428
44,6.476923076923076
45,6.468036529680365
46,6.461014492753623
47,6.465820895522388
48,6.483816425120773
49,6.483816425120773
50,6.483816425120773
51,6.569679144385028
52,6.600769230769231
53,6.602750000000001
54,6.575668449197861
55,6.575668449197861
56,6.575668449197861
57,6.516582278481012
58,6.516582278481012
59,6.596470588235294
60,6.565858585858586
61,6.553538461538462
62,6.610406976744184
63,6.6306896551724135
64,6.6306896551724135
65,6.638592592592592
66,6.689590163934426
67,6.689590163934426
68,6.661545454545454
69,6.661545454545454
70,6.661545454545454
71,6.619465648854962
72,6.6325581395348845
73,6.631812080536913
74,6.631812080536913
75,6.644905660377359
76,6.644905660377359
77,6.645714285714286
78,6.645714285714286
79,6.645714285714286
80,6.645714285714286
81,6.645714285714286
82,6.645714285714286
83,6.652786885245901
84,6.5856637168141585
85,6.637894736842106
86,6.590574712643677
87,6.6273809523809515
88,6.58125
89,6.599368421052632
90,6.651208791208791
91,6.651208791208791
92,6.651208791208791
93,6.651208791208791
94,6.651208791208791
95,6.651208791208791
96,6.726857142857143
97,6.726857142857143
98,6.7251724137931035
99,6.7231818181818195
