window_number,emotion_score
0,6.041763294682127
1,6.027407556270096
2,6.019830508474575
3,6.033899320815022
4,6.04346016646849
5,6.04808088818398
6,6.060107057890562
7,6.0558561779896705
8,6.066764009471191
9,6.076929072486359
10,6.079294117647057
11,6.088125746120175
12,6.090519114688128
13,6.080738659173022
14,6.066425978217023
15,6.06226650563607
16,6.0621808723489385
17,6.053929288871033
18,6.049796167957603
19,6.048156701030927
20,6.041853699085618
21,6.0224400504838025
22,6.011920444824637
23,6.001303786574871
24,6.00665949203616
25,5.999831387808041
26,5.988887912087912
27,5.976514745308311
28,5.980661896243291
29,5.970964873277011
30,5.977497777777778
31,5.973380846325168
32,5.969407775768535
33,5.977882245549978
34,5.998615524285065
35,6.012812926718252
36,5.996985157699443
37,6.001988821611551
38,6.012699814126393
39,6.003624474544606
40,5.99954417293233
41,5.998514804202483
42,5.999217098943324
43,5.984816955684008
44,5.988561185468451
45,5.996535545023696
46,5.990824644549763
47,5.9970089919545675
48,6.010301003344482
49,6.01406279733587
50,6.024444971537002
51,6.02695550351288
52,6.037707362534949
53,6.0299343031440635
54,6.049596100278552
55,6.061641448876662
56,6.061230486685032
57,6.04573028464769
58,6.063152777777778
59,6.073476473275468
60,6.088880463871543
61,6.103175100761308
62,6.113524627202891
63,6.114219890510949
64,6.1209057639524245
65,6.125475319926874
66,6.1309411764705875
67,6.143008166969146
68,6.160045269352649
69,6.179982102908276
70,6.18519646799117
71,6.187185314685314
72,6.195749674054758
73,6.202295010845987
74,6.199565595134665
75,6.202440398786302
76,6.224063848144953
77,6.221225722917565
78,6.2346776287321495
79,6.245244271508863
80,6.254185946872322
81,6.263106060606061
82,6.271758474576272
83,6.272780862879112
84,6.278575107296138
85,6.287804459691253
86,6.302922880272689
87,6.319456800684345
88,6.324223468507334
89,6.349475945017182
90,6.374241777018368
91,6.373985413985414
92,6.370204436711614
93,6.385703506435863
94,6.385969818020417
95,6.3844666666666665
96,6.383642326191517
97,6.3863549369290995
98,6.398851322063286
99,6.398
