window_number,emotion_score
0,5.9852451838879155
1,5.946458061712299
2,5.9196624837732585
3,5.909521322889469
4,5.936478811708169
5,5.965549621717846
6,5.94017787418655
7,5.9405
8,5.9336073253833055
9,5.923324873096446
10,5.888677270824613
11,5.876878875568416
12,5.84427017984107
13,5.83936567164179
14,5.844762869882447
15,5.821372942593336
16,5.809644830307813
17,5.8109451945988875
18,5.827492991589908
19,5.851391650099403
20,5.852332015810275
21,5.825928885337595
22,5.832375757575757
23,5.846978951712752
24,5.842615702479338
25,5.847050805452292
26,5.8297837837837845
27,5.814098430207891
28,5.840467409948541
29,5.858607050730868
30,5.867430644472898
31,5.87142551369863
32,5.875215535638071
33,5.87852966101695
34,5.863126843657817
35,5.859043841336117
36,5.846026879462411
37,5.8428162588137695
38,5.841862348178138
39,5.819449321628092
40,5.808908227848101
41,5.814968102073365
42,5.8256817273090755
43,5.852247235387045
44,5.846728295819935
45,5.856781563126253
46,5.877517130189439
47,5.885000000000001
48,5.877333333333333
49,5.871338648762063
50,5.8772352941176464
51,5.883233050847457
52,5.904505353319057
53,5.932242268041237
54,5.943050043140637
55,5.956964912280702
56,5.966018600531443
57,5.9567474203678765
58,5.948142857142857
59,5.966287477954145
60,5.9690739939420165
61,5.944475703324808
62,5.9128087986463616
63,5.893443456162642
64,5.887619443290403
65,5.888834911486208
66,5.89447411668036
67,5.897953795379537
68,5.894946633825945
69,5.885717221537197
70,5.887573256293851
71,5.897599502487561
72,5.903645360824743
73,5.917951559934318
74,5.911432119205298
75,5.890589711417816
76,5.881293574128517
77,5.89090909090909
78,5.914150620453572
79,5.944842604570935
80,5.948489991296779
81,5.969238556338028
82,5.956760752688172
83,5.947674522009781
84,5.958908122503329
85,5.967981530343008
86,5.972733160621761
87,5.968152266894781
88,5.943006423982869
89,5.9469514310494365
90,5.979284785435629
91,6.012780911062907
92,6.037092167892687
93,6.053094928478544
94,6.059373356704645
95,6.055641936916926
96,6.063019891500904
97,6.064984040127678
98,6.091686417502279
99,6.113432358318098
