window_number,emotion_score
0,5.876800856531049
1,5.875057964791756
2,5.867164371772805
3,5.862493506493506
4,5.8634965337954945
5,5.885245973008272
6,5.889413553431798
7,5.891332459589339
8,5.895588621444202
9,5.913617868199911
10,5.913635961027459
11,5.913404634581106
12,5.91006309148265
13,5.909566199728874
14,5.923915607985481
15,5.924393457519309
16,5.9290050205385665
17,5.920371559633027
18,5.924166285975331
19,5.929242286751361
20,5.939082693176683
21,5.953823135328271
22,5.965371755389354
23,5.96315002199736
24,5.951023378914865
25,5.939092920353982
26,5.922894619831036
27,5.917448888888889
28,5.915522993688008
29,5.920685244403837
30,5.920018544274455
31,5.911012482662969
32,5.918891433806689
33,5.912359138799817
34,5.92436338921613
35,5.909516930022574
36,5.912496626180837
37,5.910392335766423
38,5.894881710646041
39,5.873808007279345
40,5.846418181818183
41,5.84328188833409
42,5.82246488445854
43,5.80686327077748
44,5.807229879946642
45,5.80090465631929
46,5.803255196815568
47,5.800923623445826
48,5.803786666666666
49,5.793920429146178
50,5.779395454545455
51,5.766864367816092
52,5.763082223242995
53,5.7539359267734556
54,5.7812985212569314
55,5.791089566020314
56,5.787905248490478
57,5.788034148592525
58,5.766574202496533
59,5.77587643020595
60,5.7885081374321885
61,5.781816163410301
62,5.783259717314487
63,5.7914462627156125
64,5.795439681838268
65,5.794430549352389
66,5.824089686098653
67,5.829937611408199
68,5.838420820467578
69,5.854903846153846
70,5.894321629822279
71,5.921987124463519
72,5.939590093936807
73,5.962573498082659
74,5.986380789022299
75,5.9937730192719485
76,5.979881456392887
77,5.974627054361568
78,5.973325062034739
79,5.98599175257732
80,6.002253811289658
81,6.01047619047619
82,6.016859265373503
83,6.018649437265527
84,6.018143939393938
85,6.007446360959192
86,5.991452020202019
87,6.002328997062526
88,6.007833542450857
89,6.010141607663473
90,5.995735785953176
91,5.9710243492863135
92,5.959501899535669
93,5.928593684210527
94,5.915218841183826
95,5.904108398841539
96,5.889237147595357
97,5.857024106400665
98,5.858455183808343
99,5.865034936292642
