name,sentence_id,new_name,,
Giantess,621,Giantess,,
Woot,623,Woot the Wanderer,,
Green Monkey,627,Woot the Wanderer,,
Woot,628,Woot the Wanderer,,
Giantess,634,Giantess,,
Monkey,636,Woot the Wanderer,,
Woot,638,Woot the Wanderer,,
Yoop,640,Yoop,,
Giantess,642,Giantess,,
Tin Owl,644,Tin Woodman,,
Owl,644,Owl,,
Giantess,647,Giantess,,
Bear,648,Scarecrow of Oz,,
Scarecrow,648,Scarecrow Bear,,
Giantess,649,Giantess,,
Yoop,653,Yoop,,
Giantess,654,Giantess,,
Woot the Wanderer,654,Woot the Wanderer,,
Nick Chopper,654,Emperor of the Winkies,,
Brown Bear,654,Scarecrow of Oz,,
Scarecrow,655,Scarecrow Bear,,
Polychrome,656,Polly the Rainbow,,
Scarecrow,657,Scarecrow Bear,,
Yoop,658,Yoop,,
Scarecrow,659,Scarecrow Bear,,
Poly,660,Polly the Rainbow,,
Tin Woodman,660,Tin Woodman,,
Tin Owl,661,Tin Woodman,,
Scarecrow,664,Scarecrow Bear,,
Polychrome,666,Polly the Rainbow,,
Green Monkey,669,Woot the Wanderer,,
Daughter of the Rainbow,669,Daughter of the Rainbow,,
Giantess,673,Giantess,,
Giantess,677,Giantess,,
Yoop,678,Yoop,,
Green Monkey,679,Woot the Wanderer,,
Canary,680,Polly the Rainbow,,
Yoop,680,Yoop,,
Woot,682,Woot the Wanderer,,
Monkey,682,Woot the Wanderer,,
Canary,683,Polly the Rainbow,,
Tin Owl,684,Tin Woodman,,
Giantess,685,Giantess,,
Polychrome,686,Polly the Rainbow,,
Canary,686,Polly the Rainbow,,
Yoop,688,Yoop,,
Brown Bear,691,Scarecrow of Oz,,
Yoop,692,Yoop,,
Polychrome,693,Polly the Rainbow,,
Canary,693,Polly the Rainbow,,
Bird,693,Bird,,
Owl,694,Owl,,
Bear,694,Scarecrow of Oz,,
Monkey,694,Woot the Wanderer,,
Woot the Monkey,696,Woot the Wanderer,,
Giantess,700,Giantess,,
Polychrome,702,Polly the Rainbow,,
Yoop,703,Yoop,,
Yoop,704,Yoop,,
Green Monkey,707,Woot the Wanderer,,
Giantess,708,Giantess,,
Monkey,708,Woot the Wanderer,,
Brown Bear,709,Scarecrow of Oz,,
Owl,710,Owl,,
Canary,710,Polly the Rainbow,,
Giantess,710,Giantess,,
Bear,710,Scarecrow of Oz,,
Monkey,710,Woot the Wanderer,,
Yoop,711,Yoop,,
Monkey,712,Woot the Wanderer,,
Bear,712,Scarecrow of Oz,,
Owl,712,Owl,,
Canary,712,Polly the Rainbow,,
Green Monkey,713,Woot the Wanderer,,
Giantess,714,Giantess,,
Yoop,716,Yoop,,
Woot,716,Woot the Wanderer,,
Monkey,716,Woot the Wanderer,,
Giantess,716,Giantess,,
Woot,718,Woot the Wanderer,,
Canary,718,Polly the Rainbow,,
Rainbow,719,Rainbow 's,,
Woot,719,Woot the Wanderer,,
Yoop,725,Yoop,,
Green Monkey,726,Woot the Wanderer,,
Giantess,726,Giantess,,
Woot,727,Woot the Wanderer,,
Monkey,727,Woot the Wanderer,,
Tin Owl,728,Tin Woodman,,
Woot,728,Woot the Wanderer,,
Giantess,729,Giantess,,
Polychrome,730,Polly the Rainbow,,
Yoop,730,Yoop,,
Giantess,732,Giantess,,
Green Monkey,733,Woot the Wanderer,,
Tin Owl,734,Tin Woodman,,
Brown Bear,735,Scarecrow of Oz,,
Green Monkey,736,Woot the Wanderer,,
Polychrome,737,Polly the Rainbow,,
Yoop,737,Yoop,,
Yoop,739,Yoop,,
Woot,739,Woot the Wanderer,,
Tin Woodman,739,Tin Woodman,,
Polychrome,740,Polly the Rainbow,,
Yoop,741,Yoop,,
Green Monkey,742,Woot the Wanderer,,
Canary,743,Polly the Rainbow,,
Brown Bear,746,Scarecrow of Oz,,
Tin Owl,747,Tin Woodman,,
Green Monkey,748,Woot the Wanderer,,
Monkey,751,Woot the Wanderer,,
Canary,752,Polly the Rainbow,,
Tin Owl,752,Tin Woodman,,
Brown Bear,752,Scarecrow of Oz,,
Woot,753,Woot the Wanderer,,
Scarecrow Bear,754,Scarecrow Bear,,
Canary,755,Polly the Rainbow,,
Green Monkey,759,Woot the Wanderer,,
Canary,759,Polly the Rainbow,,
Canary,761,Polly the Rainbow,,
Brown Bear,764,Scarecrow of Oz,,
Owl,764,Owl,,
Canary,765,Polly the Rainbow,,
Green Monkey,765,Woot the Wanderer,,
Polychrome,766,Polly the Rainbow,,
Tin Owl,767,Tin Woodman,,
Nimmie Amee,768,Nimmie Amee,,
Munchkin,768,Munchkin,,
Tin Woodman,768,Tin Woodman,,
Tin Owl,768,Tin Woodman,,
Brown Bear,769,Scarecrow of Oz,,
Scarecrow,770,Scarecrow Bear,,
Woot,771,Woot the Wanderer,,
Giantess,772,Giantess,,
Brown Bear,773,Scarecrow of Oz,,
Woot,773,Woot the Wanderer,,
Canary,775,Polly the Rainbow,,
Polychrome,776,Polly the Rainbow,,
Ozma,776,Royal Ozma,,
Tin Owl,776,Tin Woodman,,
Giantess,776,Giantess,,
Canary,777,Polly the Rainbow,,
Green Monkey,777,Woot the Wanderer,,
Yoop,778,Yoop,,
Glinda,778,Glinda the Sorceress,,
Good Sorceress,778,Good Sorceress,,
Glinda,779,Glinda the Sorceress,,
Sorceress,779,Sorceress,,
Glinda,780,Glinda the Sorceress,,
Woot,782,Woot the Wanderer,,
Green Monkey,784,Woot the Wanderer,,
Brown Bear,785,Scarecrow of Oz,,
Tin Owl,787,Tin Woodman,,
Canary,788,Polly the Rainbow,,
Owl,788,Owl,,
Green Monkey,788,Woot the Wanderer,,
Brown Bear,789,Scarecrow of Oz,,
Bear,791,Scarecrow of Oz,,
Jaguar,792,Jaguar,,
Bear,792,Scarecrow of Oz,,
Canary,793,Polly the Rainbow,,
Monkey,793,Woot the Wanderer,,
Brown Bear,794,Scarecrow of Oz,,
Polychrome,798,Polly the Rainbow,,
Monkey,801,Woot the Wanderer,,
Woot,802,Woot the Wanderer,,
Monkey,802,Woot the Wanderer,,
Jaguar,803,Jaguar,,
Woot,804,Woot the Wanderer,,
Jaguar,804,Jaguar,,
Apron,805,Apron,,
Woot,805,Woot the Wanderer,,
Jaguar,806,Jaguar,,
Woot,807,Woot the Wanderer,,
Monkey,807,Woot the Wanderer,,
Tin Owl,809,Tin Woodman,,
Brown Bear,809,Scarecrow of Oz,,
Canary,813,Polly the Rainbow,,
Canary,816,Polly the Rainbow,,
Canary,818,Polly the Rainbow,,
Yoop,818,Yoop,,
Giantess,818,Giantess,,
Polychrome,826,Polly the Rainbow,,
Canary,826,Polly the Rainbow,,
Canary,828,Polly the Rainbow,,
Polychrome,832,Polly the Rainbow,,
Canary,834,Polly the Rainbow,,
Canary,836,Polly the Rainbow,,
Poly,838,Polly the Rainbow,,
Bear Scarecrow,838,Bear Scarecrow,,
Canary,840,Polly the Rainbow,,
Bear,841,Scarecrow of Oz,,
Owl,841,Owl,,
Jaguar,841,Jaguar,,
Bear,842,Scarecrow of Oz,,
Jaguar,842,Jaguar,,
Poly,848,Polly the Rainbow,,
Tin Woodman,848,Tin Woodman,,
Canary,848,Polly the Rainbow,,
Woot,848,Woot the Wanderer,,
Polychrome,849,Polly the Rainbow,,
Scarecrow Bear,850,Scarecrow Bear,,
Green Monkey,853,Woot the Wanderer,,
Woot,856,Woot the Wanderer,,
Woot,863,Woot the Wanderer,,
Woot,865,Woot the Wanderer,,
Woot,878,Woot the Wanderer,,
Mother,889,Mother,,
Woot,893,Woot the Wanderer,,
Green Monkey,895,Woot the Wanderer,,
Woot,898,Woot the Wanderer,,
Woot,905,Woot the Wanderer,,
Dragon,906,Dragon,,
Woot,907,Woot the Wanderer,,
Dragon,908,Dragon,,
Green Monkey,908,Woot the Wanderer,,
Woot,909,Woot the Wanderer,,
Dragon,911,Dragon,,
Woot,911,Woot the Wanderer,,
Woot,912,Woot the Wanderer,,
Woot,914,Woot the Wanderer,,
Woot,916,Woot the Wanderer,,
Woot,918,Woot the Wanderer,,
Woot,921,Woot the Wanderer,,
Green Monkey,923,Woot the Wanderer,,
Woot,930,Woot the Wanderer,,
Brown Bear,930,Scarecrow of Oz,,
Canary,930,Polly the Rainbow,,
Green Monkey,930,Woot the Wanderer,,
Tommy Kwikstep,931,Tommy Kwikstep,,
Green Monkey,931,Woot the Wanderer,,
Glinda,932,Glinda the Sorceress,,
Tin Owl,933,Tin Woodman,,
Canary,935,Polly the Rainbow,,
Glinda,936,Glinda the Sorceress,,
Woot,939,Woot the Wanderer,,
Scarecrow,940,Scarecrow Bear,,
Yoop,945,Yoop,,
Scarecrow Bear,948,Scarecrow Bear,,
Jinjur,950,General Jinjur,,
Jinjur,951,General Jinjur,,
Woot,951,Woot the Wanderer,,
Green Monkey,951,Woot the Wanderer,,
Jinjur,952,General Jinjur,,
Scarecrow,952,Scarecrow Bear,,
Woot,953,Woot the Wanderer,,
Jinjur,954,General Jinjur,,
Jinjur,955,General Jinjur,,
Scarecrow Bear,955,Scarecrow Bear,,
General Jinjur,957,General Jinjur,,
Ozma,959,Royal Ozma,,
Jinjur,959,General Jinjur,,
Jinjur,960,General Jinjur,,
Giantess,962,Giantess,,
Jinjur,962,General Jinjur,,
Woot,963,Woot the Wanderer,,
Jinjur,964,General Jinjur,,
Scarecrow Bear,964,Scarecrow Bear,,
Jinjur,966,General Jinjur,,
Jinjur,967,General Jinjur,,
Woot,969,Woot the Wanderer,,
Oz,969,Ruler of Oz,,
Munchkin,973,Munchkin,,
Polychrome,977,Polly the Rainbow,,
Canary,977,Polly the Rainbow,,
Tommy Kwikstep,978,Tommy Kwikstep,,
Scarecrow Bear,980,Scarecrow Bear,,
Tommy Kwikstep,980,Tommy Kwikstep,,
Tommy,982,Tommy Kwikstep,,
Tommy Kwikstep,984,Tommy Kwikstep,,
Woot the Monkey,994,Woot the Wanderer,,
Tommy Kwikstep,996,Tommy Kwikstep,,
Tin Owl,997,Tin Woodman,,
Scarecrow,1001,Scarecrow Bear,,
Tommy Kwikstep,1004,Tommy Kwikstep,,
Tin Owl,1005,Tin Woodman,,
Tommy Kwikstep,1006,Tommy Kwikstep,,
Woot,1010,Woot the Wanderer,,
Polychrome,1012,Polly the Rainbow,,
Canary,1012,Polly the Rainbow,,
Green Monkey,1012,Woot the Wanderer,,
Tommy Kwikstep,1012,Tommy Kwikstep,,
Rainbow,1014,Rainbow 's,,
Tommy Kwikstep,1014,Tommy Kwikstep,,
Canary,1016,Polly the Rainbow,,
Scarecrow Bear,1016,Scarecrow Bear,,
Tommy Kwikstep,1018,Tommy Kwikstep,,
Polychrome,1019,Polly the Rainbow,,
Canary,1019,Polly the Rainbow,,
Canary,1021,Polly the Rainbow,,
Tommy Kwikstep,1023,Tommy Kwikstep,,
Woot the Monkey,1024,Woot the Wanderer,,
Polychrome,1028,Polly the Rainbow,,
Tommy Kwikstep,1028,Tommy Kwikstep,,
Jinjur,1029,General Jinjur,,
Scarecrow Bear,1029,Scarecrow Bear,,
Jinjur,1029,General Jinjur,,
Brown Bear,1035,Scarecrow of Oz,,
Jinjur,1036,General Jinjur,,
Green Monkey,1038,Woot the Wanderer,,
Jinjur,1039,General Jinjur,,
Scarecrow Bear,1040,Scarecrow Bear,,
Woot,1041,Woot the Wanderer,,
Canary,1043,Polly the Rainbow,,
Tin Owl,1043,Tin Woodman,,
Scarecrow,1043,Scarecrow Bear,,
Jinjur,1044,General Jinjur,,
Canary,1044,Polly the Rainbow,,
Glinda,1045,Glinda the Sorceress,,
Owl,1047,Owl,,
Nimmie Amee,1047,Nimmie Amee,,
Woot,1047,Woot the Wanderer,,
Wanderer,1047,Woot the Wanderer,,
Giantess,1049,Giantess,,
Yoop,1049,Yoop,,
Green Monkey,1051,Woot the Wanderer,,
Polychrome,1052,Polly the Rainbow,,
Yoop,1052,Yoop,,
Glinda,1054,Glinda the Sorceress,,
Ozma,1054,Royal Ozma,,
Tin Owl,1057,Tin Woodman,,
Woot,1058,Woot the Wanderer,,
Polychrome,1059,Polly the Rainbow,,
Green Monkey,1060,Woot the Wanderer,,
Bear,1062,Scarecrow of Oz,,
Patchwork Girl,1063,Miss Scraps Patches,,
Tin Owl,1064,Tin Woodman,,
Nimmie Amee,1065,Nimmie Amee,,
Jinjur,1067,General Jinjur,,
Green Monkey,1068,Woot the Wanderer,,
Owl,1069,Owl,,
Brown Bear,1069,Scarecrow of Oz,,
Jinjur,1070,General Jinjur,,
Canary,1070,Polly the Rainbow,,
Brown Bear,1072,Scarecrow of Oz,,
Tin Owl,1072,Tin Woodman,,
Green Monkey,1073,Woot the Wanderer,,
Woot,1076,Woot the Wanderer,,
Jinjur,1077,General Jinjur,,
Brown Bear,1077,Scarecrow of Oz,,
Scarecrow,1079,Scarecrow Bear,,
Yoop,1083,Yoop,,
Yoop,1084,Yoop,,
Jinjur,1084,General Jinjur,,
Yoop,1087,Yoop,,
Jinjur,1089,General Jinjur,,
Brown Bear,1090,Scarecrow of Oz,,
Tin Woodman,1091,Tin Woodman,,
Nick Chopper,1091,Emperor of the Winkies,,
Green Monkey,1091,Woot the Wanderer,,
Woot the Wanderer,1091,Woot the Wanderer,,
Canary,1092,Polly the Rainbow,,
Jinjur,1092,General Jinjur,,
Polychrome,1092,Polly the Rainbow,,
Jinjur,1093,General Jinjur,,
Giantess,1093,Giantess,,
Sorceress,1093,Sorceress,,
Polychrome,1094,Polly the Rainbow,,
