name,sentence_id,new_name,,
Toto,439,Toto,,
Dorothy,439,Dorothy the Lamb,,
Button,440,Button,,
Button-Bright,440,Button-Bright,,
Dorothy,443,Dorothy the Lamb,,
Button,444,Button,,
Button-Bright,444,Button-Bright,,
Button,447,Button,,
Button-Bright,447,Button-Bright,,
Dorothy,451,Dorothy the Lamb,,
King Renard,453,King Renard the Fourth,,
Dorothy,455,Dorothy the Lamb,,
Ozma,456,Royal Ozma,,
Button,462,Button,,
Button-Bright,462,Button-Bright,,
Dorothy,462,Dorothy the Lamb,,
Button,463,Button,,
Button-Bright,463,Button-Bright,,
Button,466,Button,,
Button-Bright,466,Button-Bright,,
Dorothy,470,Dorothy the Lamb,,
Ozma,471,Royal Ozma,,
Button,472,Button,,
Button-Bright,472,Button-Bright,,
Dorothy,473,Dorothy the Lamb,,
Dorothy,476,Dorothy the Lamb,,
Dorothy,477,Dorothy the Lamb,,
Button,477,Button,,
Button-Bright,477,Button-Bright,,
Dorothy,483,Dorothy the Lamb,,
Aesop,485,Aesop,,
Aesop,486,Aesop,,
King Dox,487,King Renard the Fourth,,
Aesop,493,Aesop,,
Button,494,Button,,
Button-Bright,494,Button-Bright,,
Dorothy,497,Dorothy the Lamb,,
Dox,497,King Renard the Fourth,,
Button,504,Button,,
Button-Bright,504,Button-Bright,,
Dorothy,504,Dorothy the Lamb,,
Dox,505,King Renard the Fourth,,
Ozma,505,Royal Ozma,,
Ozma,508,Royal Ozma,,
Ozma,509,Royal Ozma,,
Fox,510,Foxville,,
Dorothy,512,Dorothy the Lamb,,
Button,519,Button,,
Button-Bright,519,Button-Bright,,
Dorothy,520,Dorothy the Lamb,,
Toto,522,Toto,,
Dorothy,524,Dorothy the Lamb,,
Button,525,Button,,
Button-Bright,525,Button-Bright,,
Dorothy,528,Dorothy the Lamb,,
Dorothy,531,Dorothy the Lamb,,
Dorothy,533,Dorothy the Lamb,,
Dorothy,534,Dorothy the Lamb,,
Dorothy,536,Dorothy the Lamb,,
Dorothy,539,Dorothy the Lamb,,
Dorothy,541,Dorothy the Lamb,,
Dorothy,544,Dorothy the Lamb,,
Polychrome,548,Polly the Rainbow,,
Dorothy,551,Dorothy the Lamb,,
Rainbow,551,Rainbow,,
Polychrome,554,Polly the Rainbow,,
Dorothy,556,Dorothy the Lamb,,
Dorothy,561,Dorothy the Lamb,,
Shaggy Man,561,Shaggy Man,,
Button,561,Button,,
Button-Bright,561,Button-Bright,,
Fox,561,Foxville,,
Button,562,Button,,
Button-Bright,562,Button-Bright,,
Rainbow,563,Rainbow,,
Toto,565,Toto,,
Polly,567,Polly the Rainbow,,
Polly,567,Polly the Rainbow,,
Polly,569,Polly the Rainbow,,
Dorothy,569,Dorothy the Lamb,,
Polly,570,Polly the Rainbow,,
Toto,570,Toto,,
Button,570,Button,,
Button-Bright,570,Button-Bright,,
Polychrome,571,Polly the Rainbow,,
Toto,571,Toto,,
Rainbow,572,Rainbow,,
Polly,576,Polly the Rainbow,,
Dorothy,576,Dorothy the Lamb,,
Rainbow,577,Rainbow,,
Dorothy,581,Dorothy the Lamb,,
Ozma,583,Royal Ozma,,
Polychrome,584,Polly the Rainbow,,
Polly,588,Polly the Rainbow,,
Dorothy,588,Dorothy the Lamb,,
Fox,591,Foxville,,
Polychrome,593,Polly the Rainbow,,
Dorothy,594,Dorothy the Lamb,,
Rainbow,598,Rainbow,,
Button,598,Button,,
Button-Bright,598,Button-Bright,,
Button,603,Button,,
Button-Bright,603,Button-Bright,,
Polychrome,606,Polly the Rainbow,,
Dorothy,607,Dorothy the Lamb,,
Button,612,Button,,
Button-Bright,612,Button-Bright,,
Dorothy,613,Dorothy the Lamb,,
Oz,614,Oz,,
Oz,615,Oz,,
Scarecrow,618,Scarecrow of Oz,,
Button,618,Button,,
Button-Bright,618,Button-Bright,,
Dorothy,621,Dorothy the Lamb,,
Button,621,Button,,
Button-Bright,621,Button-Bright,,
Rainbow,621,Rainbow,,
Dorothy,624,Dorothy the Lamb,,
Button,626,Button,,
Button-Bright,626,Button-Bright,,
Polychrome,626,Polly the Rainbow,,
Love Magnet,628,Love Magnet,,
Dorothy,632,Dorothy the Lamb,,
Button,653,Button,,
Button-Bright,653,Button-Bright,,
Button,655,Button,,
Button-Bright,655,Button-Bright,,
Dorothy,664,Dorothy the Lamb,,
Kik-a-bray,671,Kik-a-bray,,
Dorothy,672,Dorothy the Lamb,,
Dorothy,686,Dorothy the Lamb,,
Madam de Fayke,687,Madam de Fayke,,
Hoofist,687,Hoofist,,
Dorothy,692,Dorothy the Lamb,,
Button,694,Button,,
Button-Bright,694,Button-Bright,,
Dorothy,696,Dorothy the Lamb,,
Kik-a-bray,701,Kik-a-bray,,
Dorothy,713,Dorothy the Lamb,,
Button,717,Button,,
Button-Bright,717,Button-Bright,,
Love Magnet,721,Love Magnet,,
Dorothy,725,Dorothy the Lamb,,
Polly,725,Polly the Rainbow,,
Button,725,Button,,
Button-Bright,725,Button-Bright,,
Dorothy,742,Dorothy the Lamb,,
Shaggy Man,745,Shaggy Man,,
Dorothy,745,Dorothy the Lamb,,
Kik-a-bray,747,Kik-a-bray,,
