name,sentence_id,new_name,,
Golden Pig,861,Golden Pig,,
Flatheads,863,Flatheads,,
Dorothy,865,Dorothy the Lamb,,
Su-dic,873,Su-dic,,
dic,873,dic,,
Flathead,874,Flatheads,,
Skeezers,876,Skeezers,,
Su-dic,880,Su-dic,,
Rora,881,Rora Flathead,,
Su-dic,888,Su-dic,,
Su-dic,890,Su-dic,,
dic,890,dic,,
Pig,893,Pig,,
Diamond Swan,894,Diamond Swan,,
Diamond Swan,904,Diamond Swan,,
Su-dic,909,Su-dic,,
Su-dic,915,Su-dic,,
Su-dic,916,Su-dic,,
Flatheads,919,Flatheads,,
Diamond Swan,919,Diamond Swan,,
Skeezers,919,Skeezers,,
Ervic,919,Ervic,,
Ervic,922,Ervic,,
Ervic,924,Ervic,,
Ervic,926,Ervic,,
Ervic,933,Ervic,,
Ervic,936,Ervic,,
Ozma,939,Royal Ozma,,
Dorothy,939,Dorothy the Lamb,,
Lady Aurex,939,Lady Aurex,,
Skeezers,940,Skeezers,,
Skeezers,942,Skeezers,,
Dorothy,943,Dorothy the Lamb,,
Su-dic,944,Su-dic,,
Lady Aurex,945,Lady Aurex,,
Ozma,946,Royal Ozma,,
Dorothy,947,Dorothy the Lamb,,
Aurex,949,Lady Aurex,,
Dorothy,951,Dorothy the Lamb,,
Dorothy,953,Dorothy the Lamb,,
Dorothy,957,Dorothy the Lamb,,
Ozma,958,Royal Ozma,,
Ozma,959,Royal Ozma,,
Dorothy,963,Dorothy the Lamb,,
Lady Aurex,966,Lady Aurex,,
Skeezers,968,Skeezers,,
Ozma,968,Royal Ozma,,
Dorothy,969,Dorothy the Lamb,,
Lady Aurex,972,Lady Aurex,,
Dorothy,974,Dorothy the Lamb,,
Ozma,975,Royal Ozma,,
Ozma,976,Royal Ozma,,
Oz,977,Oz,,
Skeezers,977,Skeezers,,
Dorothy,977,Dorothy the Lamb,,
Dorothy,981,Dorothy the Lamb,,
Ozma,981,Royal Ozma,,
Skeezers,984,Skeezers,,
