name,sentence_id,title,first,middle,last,suffix,nickname,gender
Dorothy,1470,none,Dorothy,none,none,none,none,female
Wizard,1473,none,Wizard,none,none,none,none,male
Dorothy,1476,none,Dorothy,none,none,none,none,female
Zeb,1481,none,Zeb,none,none,none,none,male
Dorothy,1485,none,Dorothy,none,none,none,none,female
Mother,1488,Mother,none,none,none,none,none,female
Dorothy,1490,none,Dorothy,none,none,none,none,female
Dorothy,1496,none,Dorothy,none,none,none,none,female
Mother,1499,Mother,none,none,none,none,none,female
Dorothy,1506,none,Dorothy,none,none,none,none,female
Wizard,1509,none,Wizard,none,none,none,none,male
Dorothy,1512,none,Dorothy,none,none,none,none,female
Wizard,1513,none,Wizard,none,none,none,none,male
Wizard,1515,none,Wizard,none,none,none,none,male
Dorothy,1519,none,Dorothy,none,none,none,none,female
Wizard,1528,none,Wizard,none,none,none,none,male
Jim,1529,none,Jim,none,none,none,none,male
Zeb,1531,none,Zeb,none,none,none,none,male
Dorothy,1532,none,Dorothy,none,none,none,none,female
Wizard,1534,none,Wizard,none,none,none,none,male
Wizard,1539,none,Wizard,none,none,none,none,male
Dorothy,1540,none,Dorothy,none,none,none,none,female
Zeb,1543,none,Zeb,none,none,none,none,male
Dorothy,1545,none,Dorothy,none,none,none,none,female
Wizard,1549,none,Wizard,none,none,none,none,male
Dorothy,1554,none,Dorothy,none,none,none,none,female
Wizard,1558,none,Wizard,none,none,none,none,male
Zeb,1559,none,Zeb,none,none,none,none,male
Eureka,1563,none,Eureka,none,none,none,none,female
Dorothy,1565,none,Dorothy,none,none,none,none,female
Dorothy,1568,none,Dorothy,none,none,none,none,female
Jim,1569,none,Jim,none,none,none,none,male
Wizard,1570,none,Wizard,none,none,none,none,male
Wizard,1575,none,Wizard,none,none,none,none,male
Dorothy,1582,none,Dorothy,none,none,none,none,female
Oz,1584,none,Oz,none,none,none,none,male
Wizard,1587,none,Wizard,none,none,none,none,male
Dorothy,1590,none,Dorothy,none,none,none,none,female
Wizard,1592,none,Wizard,none,none,none,none,male
Dorothy,1593,none,Dorothy,none,none,none,none,female
Ozma,1595,none,Ozma,none,none,none,none,female
Wizard,1596,none,Wizard,none,none,none,none,male
Ozma,1597,none,Ozma,none,none,none,none,female
