name,sentence_id,,,,
Nome King,1988,,,,
Dorothy,1988,,,,
Ev,1993,,,,
Nome,1993,,,,
Ozma,1994,,,,
Ev,1994,,,,
Tiger,1994,,,,
Dorothy,1996,,,,
Sawhorse,1996,,,,
Scarecrow,1996,,,,
Dorothy,2003,,,,
Nomes,2005,,,,
Ozma,2007,,,,
Lion,2008,,,,
Ozma,2008,,,,
Little Evring,2009,,,,
Dorothy,2009,,,,
Billina,2011,,,,
Ozma,2012,,,,
Ev,2012,,,,
Scarecrow,2013,,,,
Tiktok,2013,,,,
Tiktok,2015,,,,
Scarecrow,2016,,,,
Nick Chopper,2016,,,,
Tiktok,2018,,,,
Scarecrow,2020,,,,
Tin Woodman,2022,,,,
Ev,2023,,,,
Ev,2023,,,,
Little Evring,2024,,,,
Dorothy,2024,,,,
Sawhorse,2024,,,,
Billina,2025,,,,
Sawhorse,2025,,,,
Prince Evring,2026,,,,
Dorothy,2030,,,,
Billina,2031,,,,
Tin Woodman,2032,,,,
Dorothy,2033,,,,
Billina,2034,,,,
Evring,2036,,,,
Ev,2038,,,,
Tin Woodman,2040,,,,
Dorothy,2040,,,,
Prince,2040,,,,
Billina,2045,,,,
Scarecrow,2047,,,,
Tiktok,2047,,,,
Tin Woodman,2047,,,,
Ozma,2048,,,,
Tin Woodman,2049,,,,
Langwidere,2052,,,,
Ev,2053,,,,
Evardo Fifteenth,2054,,,,
Evardo,2055,,,,
Ev,2055,,,,
Wheelers,2056,,,,
Evardo,2057,,,,
Ozma,2058,,,,
Oz,2058,,,,
Dorothy,2058,,,,
Tiktok,2058,,,,
Billina,2058,,,,
Dorothy,2059,,,,
Ozma,2059,,,,
Ev,2060,,,,
Oz,2060,,,,
Uncle Henry,2061,,,,
Ev,2063,,,,
Ozma,2063,,,,
Ozma,2064,,,,
Tiktok,2065,,,,
Dorothy,2065,,,,
Ozma,2066,,,,
Billina,2066,,,,
Billina,2067,,,,
Munchkins,2068,,,,
Ozma,2068,,,,
Ozma,2069,,,,
Gillikins,2069,,,,
Munchkin,2070,,,,
Ozma,2071,,,,
Scarecrow,2071,,,,
Tin Woodman,2071,,,,
Dorothy,2072,,,,
Oz,2072,,,,
Ozma,2073,,,,
Jinjur,2074,,,,
Jinjur,2075,,,,
Dorothy,2076,,,,
Glinda the Sorceress,2076,,,,
Jinjur,2077,,,,
Ozma,2077,,,,
Ozma,2078,,,,
Jinjur,2079,,,,
Dorothy,2082,,,,
Ozma,2084,,,,
Ozma,2090,,,,
Oz,2091,,,,
Jack Pumpkinhead,2091,,,,
Ozma,2091,,,,
Oz,2091,,,,
Tin Woodman,2092,,,,
Scarecrow,2092,,,,
Dorothy,2093,,,,
Tiktok,2093,,,,
Ozma,2094,,,,
Dorothy,2094,,,,
Billina,2094,,,,
Lion,2096,,,,
Tiger,2096,,,,
Jellia Jamb,2097,,,,
Scarecrow,2097,,,,
Ozma,2098,,,,
Tin Woodman,2103,,,,
Ozma,2104,,,,
Omby Amby,2106,,,,
Omby Amby,2107,,,,
Ozma,2110,,,,
Jellia Jamb,2112,,,,
Tiger,2115,,,,
Dorothy,2117,,,,
Ozma,2117,,,,
Dorothy,2118,,,,
Ozma,2119,,,,
Ozma,2122,,,,
Dorothy,2124,,,,
Dorothy,2130,,,,
Toto,2130,,,,
Speckles,2130,,,,
Dorothy,2131,,,,
Uncle Henry,2132,,,,
Uncle Henry,2133,,,,
Dorothy,2135,,,,
Uncle Henry,2135,,,,
Ozma,2136,,,,
Ozma,2137,,,,
Dorothy,2138,,,,
Ozma,2140,,,,
Sawhorse,2140,,,,
Glinda,2141,,,,
Dorothy,2141,,,,
Henry,2143,,,,
Glinda,2144,,,,
Dorothy,2145,,,,
Oz,2151,,,,
Dorothy,2153,,,,
Ozma,2153,,,,
Uncle Henry,2154,,,,
Glinda,2155,,,,
Ozma,2156,,,,
Dorothy,2156,,,,
Dorothy,2157,,,,
Ozma,2157,,,,
Nome King,2157,,,,
Dorothy,2158,,,,
Tiktok,2159,,,,
Dorothy,2159,,,,
Ozma,2160,,,,
Billina,2161,,,,
Dorothy,2161,,,,
Dorothy,2163,,,,
Uncle Henry,2164,,,,
Dorothy,2164,,,,
Billina,2164,,,,
Dorothy,2165,,,,
Dorothy,2166,,,,
Ozma,2166,,,,
Nome King,2166,,,,
Uncle Henry,2166,,,,
Scarecrow,2167,,,,
Tiktok,2167,,,,
Uncle Henry,2167,,,,
Dorothy,2170,,,,
Uncle Henry,2171,,,,
Uncle Henry,2172,,,,
