name,sentence_id,,,,,
,,,,,,
Woot,1
Tin Woodman,1
Scarecrow of Oz,2
Woot the Wanderer,8
Winkie,8
Tin Woodman,9
Tin Woodman,9
Woot,10
Wanderer,10
Woot,11
Woot,18
Wanderer,18
Tin Woodman,19
Scarecrow,19
Woot,21
Wanderer,21
Tin Woodman,23
Woot the Wanderer,25
Scarecrow,25
Woot,28
Honorable Strawness,29
Tin Woodman,32
Woot,33
Scarecrow,35
Tin Woodman,37
Scarecrow,39
Wanderer,40
Winkies,42
Tin Woodman,45
Wanderer,47
Scarecrow,49
Winkie,50
Tin Woodman,55
Woot the Wanderer,58
Munchkin,62
Woot,62
Nimmie Amee,65
Witch,68
Witch,69
Nimmie Amee,69
Witch,69
Witch,70
Woot the Wanderer,71
Witch,73
Woot,78
Nimmie Amee,81
Witch,82
Nimmie Amee,85
Witch,86
Nimmie Amee,87
Woot,89
Wanderer,89
Tin Man,89
Witch,90
Nimmie Amee,90
Witch,93
Witch,94
Nimmie Amee,95
Nimmie Amee,99
Witch,99
Wicked Witch,101
Nimmie Amee,104
Nimmie Amee,105
Witch,105
Wicked Witch,108
Nimmie Amee,109
Nick,110
Nick Chopper,110
Tin Woodman,114
Nimmie Amee,115
Woot the Wanderer,116
Nimmie Amee,121
Witch,124
Woot,125
Nimmie Amee,126
Dorothy,129
Scarecrow,129
Dorothy,131
Wanderer,131
Wicked Witch,133
Witch,134
Scarecrow,135
Dorothy,135
Witch,135
Tin Woodman,136
Scarecrow,136
Dorothy,136
Wizard,137
Nimmie Amee,137
Wizard,138
Kind,138
Loving,138
Woot,141
Wizard,141
Wizard,145
Munchkin,145
Empress,145
Tin Woodman,146
Wanderer,146
Scarecrow,147
Tin Woodman,150
Scarecrow,150
Nimmie Amee,151
Wanderer,153
Nimmie Amee,153
Scarecrow,155
Scarecrow,157
Woot,158
Wanderer,158
Tin Woodman,159
Nimmie Amee,160
Nick Chopper,160
Winkies,160
Woot,161
Tin Man,162
Scarecrow,166
Roundabout Woot,170
Wanderer,170
Winkie,172
Scarecrow,173
Woot,174
Scarecrow,174
Scarecrow,176
Woot,178
Scarecrow,178
Woot,180
Wanderer,180
Tin Woodman,181
Scarecrow,181
Emperor,181
Ozma of Oz,184
Winkies,184
Munchkin,187
Scarecrow,188
Tin Woodman,189
Nimmie Amee,189
Scarecrow,190
Woot,191
Scarecrow,193
Nimmie Amee,194
Nimmie Amee,197
Scarecrow,198
Tin Woodman,198
Nimmie Amee,201
Nimmie Amee,202
Ozma,202
Dorothy,202
Betsy Bobbin,202
Tiny Trot,202
Nimmie Amee,202
Woot,203
Tin Man,205
Tin Woodman,207
Wanderer,211
Scarecrow,211
Woot,212
Scarecrow,216
Scarecrow,217
Woot,218
