sentence_index,agent,,,,,
1346,Bill Weedles,,,,,
1346,it,,,,,
1346,a,,,,,
1346,a,,,,,
1346,all with wonder,,,,,
1347,the King,,,,,
1347,Bill Weedles,,,,,
1348,Bill Weedles,,,,,
1348,Bill Weedles,,,,,
1350,No one,,,,,
1350,No one,,,,,
1350,the King,,,,,
1351,you,,,,,
1351,Bill Weedles,,,,,
1352,The King,,,,,
1354,these strangers,,,,,
1355,we,,,,,
1355,Bill Weedles,,,,,
1356,I,,,,,
1356,your Majesty,,,,,
1357,"a royal banquet , with some fried onions an ' pickled tripe",,,,,
1357,"a royal banquet , with some fried onions an ' pickled tripe",,,,,
1358,your Majesty,,,,,
1358,a wicked way,,,,,
1358,I,,,,,
1359,several of your Majesty 's attendants,,,,,
1359,several of your Majesty 's attendants,,,,,
1359,a skinny old man,,,,,
1359,a skinny old man,,,,,
1362,He,,,,,
1362,steps,,,,,
1362,He,,,,,
1362,He,,,,,
1364,He,,,,,
1365,your Majesty,,,,,
1366,your Majesty,,,,,
1367,Googly - Goo,,,,,
1368,Googly - Goo,,,,,
1368,Strangers,,,,,
1370,the Princess Gloria,,,,,
1371,Sire,,,,,
1372,she,,,,,
1373,the King,,,,,
1374,I,,,,,
1374,a bird,,,,,
1374,a bird,,,,,
1374,a bird,,,,,
1374,a bird,,,,,
1374,"a bird that can sing , and will not sing",,,,,
1375,the King,,,,,
1377,Googly - Goo,,,,,
1377,we,,,,,
1378,Gloria,,,,,
1378,Gloria,,,,,
1379,we,,,,,
1379,throw,,,,,
1379,your Majesty,,,,,
1380,Gloria,,,,,
1382,Googly - Goo,,,,,
1383,Googly - Goo,,,,,
1384,The King 's,,,,,
1385,to kill Pon Summons,,,,,
1385,us,,,,,
1386,we,,,,,
1387,we,,,,,
1387,Googly - Goo,,,,,
1388,we,,,,,
1389,Googly - Goo,,,,,
1390,a messenger,,,,,
1390,a messenger,,,,,
1391,"Bill Weedles , Trot and Button - Bright",,,,,
1392,Trot,,,,,
1392,Trot,,,,,
1392,Trot,,,,,
1393,Bill Weedles,,,,,
1394,we,,,,,
1394,Bill Weedles,,,,,
1394,Lord Googly - Goo,,,,,
1395,the Princess,,,,,
1395,the Princess,,,,,
1395,Lord Googly - Goo,,,,,
1396,The King,,,,,
1396,The King,,,,,
1396,"Button - Bright , Button - Bright 's mouth half full of cake and jam",,,,,
1397,Trot,,,,,
1398,Trot,,,,,
1399,her,,,,,
1399,her,,,,,
1399,they,,,,,
1399,us,,,,,
1399,Bill Weedles,,,,,
1400,Bill Weedles,,,,,
1401,The two children,,,,,
1402,all three,,,,,
1402,the servants,,,,,
1405,the servants,,,,,
1406,They,,,,,
1407,They,,,,,
1408,the strangers,,,,,
1408,the King and Googly - Goo,,,,,
1408,the King,,,,,
1408,the King,,,,,
1408,the strangers,,,,,
1409,the King,,,,,
1409,the wooden - legged man,,,,,
1409,the wooden - legged man,,,,,
1410,Googly - Goo,,,,,
1410,the wooden - legged man,,,,,
1410,Googly - Goo,,,,,
1412,you,,,,,
1415,the Wicked Witch,,,,,
1417,you,,,,,
1418,I,,,,,
1419,the Wicked Witch,,,,,
1420,I,,,,,
1421,a servant,,,,,
1422,I,,,,,
1422,they,,,,,
1422,they,,,,,
1423,the two,,,,,
1423,the two,,,,,
1423,the two,,,,,
1424,Googly - Goo,,,,,
1425,the two,,,,,
1425,the two,,,,,
1425,the two,,,,,
1426,the King,,,,,
1426,the gardener 's boy,,,,,
1426,the gardener 's boy,,,,,
1426,the gardener 's boy,,,,,
1426,a ladder,,,,,
1427,this,,,,,
1427,by the King,,,,,
1427,by the King,,,,,
1427,by Googly - GooGoogly - Goo,,,,,
1428,the King,,,,,
1428,the King,,,,,
1429,the King,,,,,
1429,the King,,,,,
1431,the King,,,,,
1431,the King,,,,,
1432,Googly - Goo,,,,,
1432,Googly - Goo,,,,,
1433,the two dreadful men,,,,,
1433,the two dreadful men,,,,,
1433,the two dreadful men,,,,,
1435,Trot,,,,,
1435,Trot,,,,,
1435,the King,,,,,
1436,Trot,,,,,
1436,Trot,,,,,
1436,Gloria,,,,,
1437,the King,,,,,
1437,Trot,,,,,
1437,Trot,,,,,
1437,Trot,,,,,
1438,The Princess,,,,,
1439,Trot,,,,,
1439,Trot,,,,,
1439,Trot,,,,,
1439,Trot,,,,,
1440,Trot,,,,,
1441,Trot,,,,,
1441,The Princess,,,,,
1441,The Princess,,,,,
1442,The Princess,,,,,
1443,they,,,,,
1444,me,,,,,
1447,"Pon Summons , the gardener 's boy",,,,,
1447,"Pon Summons , the gardener 's boy",,,,,
1447,the gardener 's boy,,,,,
1448,she,,,,,
1448,she,,,,,
1448,she,,,,,
1449,I,,,,,
1451,she,,,,,
1452,she,,,,,
1452,almost anyone,,,,,
1452,almost anyone,,,,,
1453,You,,,,,
1453,my,,,,,
1453,my,,,,,
1454,You,,,,,
1454,a young lady,,,,,
1454,a young lady,,,,,
1454,a young lady,,,,,
1454,a young lady,,,,,
1455,a young lady 's heart alone,,,,,
1455,a young lady,,,,,
1456,"by this speech , which seemed to You 's unreasonable",,,,,
1456,You,,,,,
1456,my,,,,,
1456,my,,,,,
1457,You,,,,,
1458,they,,,,,
1458,they,,,,,
1460,the Wicked Witch,,,,,
1460,the Wicked Witch,,,,,
1460,the people of Jinxland,,,,,
1461,by the steep mountains and the bottomless gulf,,,,,
1462,the King,,,,,
1462,the King,,,,,
1464,The King,,,,,
1464,The King,,,,,
1464,The King,,,,,
1464,Blinkie,,,,,
1465,The King,,,,,
1465,to - day Lord Googly - Goo,,,,,
1465,to - day Lord Googly - Goo,,,,,
1465,The King,,,,,
1466,Blinkie,,,,,
1466,The King,,,,,
1467,Blinkie,,,,,
1467,Blinkie,,,,,
1469,I,,,,,
1470,you,,,,,
1470,you,,,,,
1471,I,,,,,
1471,love and cats,,,,,
1472,I,,,,,
1472,I,,,,,
1472,something,,,,,
1472,something,,,,,
1473,something,,,,,
1474,I,,,,,
1475,I,,,,,
1475,the girl 's,,,,,
1476,Googly - Goo,,,,,
1477,They,,,,,
1477,Googly - Goo,,,,,
1477,Googly - Goo,,,,,
1478,they,,,,,
1478,they,,,,,
1479,King King Krewl,,,,,
1479,the strangers,,,,,
1479,King King Krewl,,,,,
1479,King King Krewl,,,,,
1479,the two children -- the boy and the girl --,,,,,
1479,King King Krewl,,,,,
1480,the old hag 's face,,,,,
1480,the old hag,,,,,
1481,the old hag,,,,,
1481,the wooden - legged man,,,,,
1481,the wooden - legged man,,,,,
1482,the old hag,,,,,
1482,the old hag,,,,,
1482,the old hag,,,,,
1483,King King Krewl,,,,,
1484,me,,,,,
1484,Googly - Goo,,,,,
1484,Googly - Goo,,,,,
1484,Googly - Goo,,,,,
1484,Googly - Goo,,,,,
1484,Googly - Goo,,,,,
1484,you,,,,,
1484,you,,,,,
1485,the man 's,,,,,
1485,the man 's,,,,,
1485,the man 's,,,,,
1485,"the man 's ,",,,,,
1485,"the man 's ,",,,,,
1485,"inviting , and being tired with the adventures the man 's had experienced",,,,,
1486,you,,,,,
1486,you,,,,,
1486,the man 's,,,,,
1486,the man 's,,,,,
1487,me,,,,,
1488,me,,,,,
1488,me,,,,,
1489,The man,,,,,
1490,me,,,,,
1490,me,,,,,
1490,me,,,,,
1490,The man,,,,,
1491,the King,,,,,
1491,the King,,,,,
1492,The man,,,,,
1492,me,,,,,
1492,The man,,,,,
1492,destroy,,,,,
1492,the King,,,,,
1492,me,,,,,
1493,me,,,,,
1494,She,,,,,
1494,She,,,,,
1495,She,,,,,
1495,she,,,,,
1496,She,,,,,
1496,She,,,,,
1497,She,,,,,
1497,your Majesty,,,,,
1498,your Majesty,,,,,
1499,Blinkie,,,,,
1499,Blinkie,,,,,
1499,Blinkie,,,,,
1500,Billina,,,,,
1502,A great cloud of smoke,,,,,
1503,both Blinkie and the King,,,,,
1503,a little gray grasshopper,,,,,
1505,this grasshopper,,,,,
1505,this grasshopper,,,,,
1505,this grasshopper,,,,,
1506,you people,,,,,
1506,you people,,,,,
1508,The cruel King,,,,,
1508,the Wicked Witch,,,,,
1509,she,,,,,
1509,she,,,,,
1509,the grasshopper,,,,,
1509,we,,,,,
1509,the grasshopper,,,,,
1510,the grasshopper,,,,,
1511,the King,,,,,
1513,they both,,,,,
1513,they both,,,,,
1513,they both,,,,,
1513,they both 's,,,,,
1514,Trot,,,,,
1514,the little girl,,,,,
1514,the little girl,,,,,
1515,the little girl,,,,,
1516,the little girl,,,,,
1516,the little girl,,,,,
1517,the servants,,,,,
1517,the servants,,,,,
1517,the little boy,,,,,
1517,the servants,,,,,
1518,Trot,,,,,
1518,Trot,,,,,
1518,Trot,,,,,
1518,Trot,,,,,
1520,a soldier,,,,,
1521,Trot,,,,,
1522,The King,,,,,
1523,he,,,,,
1524,you,,,,,
1524,you,,,,,
1525,the soldier 's,,,,,
1525,"the boy , you 's companion",,,,,
1526,you,,,,,
1528,the soldier 's,,,,,
1528,the soldier 's,,,,,
1529,he,,,,,
1529,I,,,,,
1529,I,,,,,
1529,I,,,,,
1530,you,,,,,
1531,I,,,,,
1532,her,,,,,
1532,her,,,,,
1533,her,,,,,
1533,her,,,,,
1533,the soldier,,,,,
1533,her,,,,,
1533,her,,,,,
1534,Button - Bright,,,,,
1535,Button - Bright,,,,,
1535,Button - Bright,,,,,
1535,Button - Bright,,,,,
1536,Button - Bright,,,,,
1537,We,,,,,
1537,We,,,,,
1538,I,,,,,
1539,the girl,,,,,
1541,we,,,,,
1542,I,,,,,
1543,I,,,,,
1544,I,,,,,
1545,Button - Bright,,,,,
1547,Button - Bright,,,,,
1547,Button - Bright,,,,,
1547,Button - Bright 's eyes,,,,,
1547,we,,,,,
1547,we,,,,,
1547,we,,,,,
1548,we,,,,,
1548,we,,,,,
1548,we,,,,,
1549,He,,,,,
1549,Trot,,,,,
1549,Trot,,,,,
1550,Trot,,,,,
1551,They,,,,,
1551,They,,,,,
1551,They,,,,,
1552,They,,,,,
1552,no house or building,,,,,
1552,They,,,,,
1553,They,,,,,
1553,Trot,,,,,
1553,They,,,,,
1554,Button - Bright,,,,,
1554,Button - Bright,,,,,
1554,leaves,,,,,
1557,us,,,,,
1557,us,,,,,
1558,Whoever,,,,,
1558,Whoever lives there,,,,,
1558,the King,,,,,
1559,they,,,,,
1559,they,,,,,
1559,they,,,,,
1560,"by they 's only friend and guardian , Bill Weedles",,,,,
1561,they,,,,,
1561,they,,,,,
1561,they,,,,,
1562,Trot,,,,,
1562,Trot,,,,,
1562,the gardener 's boy,,,,,
1563,they,,,,,
1564,they,,,,,
1564,Pon Summons,,,,,
1565,King King Krewl,,,,,
1565,King King Krewl,,,,,
1565,Pon Summons,,,,,
1566,the King and Googly - Goo,,,,,
1566,Gloria,,,,,
1567,"old Blinkie , the Wicked Witch",,,,,
1568,"old Blinkie , the Wicked Witch",,,,,
1568,by the suggestion,,,,,
1569,I,,,,,
1569,Blinkie,,,,,
1570,old Blinkie,,,,,
1571,I,,,,,
1572,old Blinkie,,,,,
1574,we,,,,,
1575,Summons,,,,,
1576,Button - Bright,,,,,
1576,Button - Bright,,,,,
1576,Button - Bright,,,,,
1577,them,,,,,
1578,Pon Summons,,,,,
1578,Pon Summons,,,,,
1579,he,,,,,
1579,he,,,,,
1581,sleep,,,,,
1582,Glinda the Good,,,,,
1584,She,,,,,
1584,She,,,,,
1584,She,,,,,
1585,Even the famous Wizard of Royal Ozma 's kingdom,,,,,
1585,She,,,,,
1585,Even the famous Wizard of Oz,,,,,
1585,Everyone,,,,,
1585,She,,,,,
1586,No one,,,,,
1586,all,,,,,
1588,She,,,,,
1589,Her 's mouth,,,,,
1590,Her,,,,,
1591,Her 's beauty,,,,,
1591,Her 's beauty,,,,,
1592,Her,,,,,
1595,Glinda the Sorceress 's,,,,,
1595,Glinda the Sorceress 's,,,,,
1596,Glinda the Sorceress 's,,,,,
1596,Glinda the Sorceress 's 's duties,,,,,
1596,those,,,,,
1597,an attendant,,,,,
1599,the Wizard of Oz,,,,,
1600,the,,,,,
1600,the Wizard of Oz,,,,,
1601,His,,,,,
1601,all,,,,,
1601,all who knew His,,,,,
1601,few people in Oz,,,,,
1601,few people in Oz,,,,,
1602,His,,,,,
1602,His,,,,,
1602,His,,,,,
1602,His,,,,,
1602,His,,,,,
1603,the Royal Sorceress 's,,,,,
1604,he,,,,,
1604,he,,,,,
1605,her,,,,,
1605,her,,,,,
1606,her,,,,,
1608,he,,,,,
1609,she,,,,,
1610,"by a range of high mountains , at the foot of which lies a wide , deep gulf that is supposed to be impassable",,,,,
1611,he,,,,,
1612,she,,,,,
1612,Oz people,,,,,
1613,my book,,,,,
1613,the Scarecrow of Oz,,,,,
1614,by a wicked man called King Krewl,,,,,
1614,a wicked man called King Krewl,,,,,
1615,Most of the people,,,,,
1616,several Wicked Witches,,,,,
1617,several Wicked Witches,,,,,
1617,several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
1617,the Scarecrow of Oz,,,,,
1618,several Wicked Witches,,,,,
1618,several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
1618,several Wicked Witches,,,,,
1618,one of several Wicked Witches who keep the inhabitants of Jinxland in a state of terror,,,,,
1619,"This same witch , Blinkie by name",,,,,
1619,"This same witch , Blinkie by name",,,,,
1621,the Scarecrow of Oz,,,,,
1623,Trot and Button - Bright,,,,,
1624,the King 's and the witches,,,,,
1624,Trot and Button - Bright,,,,,
1624,Glinda the Sorceress 's,,,,,
1625,I,,,,,
1625,I,,,,,
1626,I,,,,,
1626,I,,,,,
1627,I,,,,,
1627,I,,,,,
1628,I,,,,,
1628,I,,,,,
1629,I,,,,,
1629,I,,,,,
1629,I,,,,,
1630,the Scarecrow of Oz,,,,,
1631,the Scarecrow of Oz,,,,,
1632,You,,,,,
1633,Glinda the Sorceress,,,,,
1633,You,,,,,
1633,You remember,,,,,
1634,Glinda the Sorceress,,,,,
1634,Glinda the Sorceress,,,,,
1634,the Scarecrow of Oz,,,,,
1635,you,,,,,
1635,you,,,,,
1635,she,,,,,
1635,you,,,,,
1636,you,,,,,
1636,you,,,,,
1637,she,,,,,
1637,she,,,,,
1637,a light,,,,,
1638,you,,,,,
1640,he,,,,,
1640,the mountains,,,,,
1641,The sides of the mountains,,,,,
1641,he,,,,,
1641,he,,,,,
1642,a small rope,,,,,
1642,by Glinda the Sorceress,,,,,
1643,he,,,,,
1643,he,,,,,
1643,he,,,,,
1644,he,,,,,
1644,he,,,,,
1644,"the Great Gulf , which must be crossed before he could proceed any farther",,,,,
1645,The Scarecrow of Oz,,,,,
1645,The Scarecrow of Oz,,,,,
1645,The Scarecrow of Oz,,,,,
1645,a fuzzy brown spider,,,,,
1645,a fuzzy brown spider,,,,,
1646,The Scarecrow of Oz,,,,,
1646,The Scarecrow of Oz,,,,,
1646,the spider,,,,,
1646,a fuzzy brown spider,,,,,
1646,a fuzzy brown spider,,,,,
1647,The Scarecrow of Oz,,,,,
1647,a fuzzy brown spider,,,,,
1647,a fuzzy brown spider that had rolled itself into a ball,,,,,
1648,a fuzzy brown spider,,,,,
1648,a fuzzy brown spider that had rolled itself into a ball,,,,,
1648,two slender but strong strands,,,,,
1649,two slender but strong strands,,,,,
1649,The Scarecrow of Oz,,,,,
1649,The Scarecrow of Oz,,,,,
1649,a person,,,,,
1649,The Scarecrow of Oz,,,,,
1649,The Scarecrow of Oz,,,,,
1649,The Scarecrow of Oz,,,,,
1650,The tiny threads,,,,,
1650,by the magic pills,,,,,
1652,him,,,,,
1652,him,,,,,
1652,him,,,,,
1652,him,,,,,
1653,him A few steps,,,,,
1653,she,,,,,
1653,some branches of trees,,,,,
1654,The front,,,,,
1654,them,,,,,
1654,"a little man , with a long pointed beard",,,,,
1655,he,,,,,
1656,you,,,,,
1656,you,,,,,
1657,you,,,,,
1658,he,,,,,
1659,he,,,,,
1660,you,,,,,
1660,with such a crowd as you,,,,,
1661,Trot,,,,,
1661,they,,,,,
1662,you,,,,,
1662,the only one,,,,,
1664,you,,,,,
1664,you,,,,,
1665,We,,,,,
1665,We,,,,,
1665,We,,,,,
1665,Trot,,,,,
1665,Trot and Bill Weedles,,,,,
1665,Trot and Bill Weedles,,,,,
1666,The little man,,,,,
1666,she and Bill Weedles,,,,,
1666,she and Bill Weedles,,,,,
1667,Bill Weedles,,,,,
1667,Bill Weedles,,,,,
1669,Bill Weedles,,,,,
1672,the little man,,,,,
1673,Every breeze,,,,,
1674,you,,,,,
1675,Trot,,,,,
1676,Trot,,,,,
1677,him,,,,,
1680,you,,,,,
1680,the little girl,,,,,
1681,you,,,,,
1682,you,,,,,
1682,you,,,,,
1684,you,,,,,
1685,Bill Weedles,,,,,
1686,Someone,,,,,
1687,you,,,,,
1688,the earth,,,,,
1688,you,,,,,
1688,you,,,,,
1689,Everything,,,,,
1689,Bill Weedles,,,,,
1691,I,,,,,
1691,I.,,,,,
1694,Pessim,,,,,
1694,voice,,,,,
1695,Bill Weedles,,,,,
1697,she,,,,,
1697,she,,,,,
1698,Pessim,,,,,
1698,Pessim,,,,,
1698,Pessim,,,,,
1699,Bill Weedles,,,,,
1699,Bill Weedles,,,,,
1699,Bill Weedles,,,,,
1700,we,,,,,
1700,Bill Weedles,,,,,
1700,the man,,,,,
1702,she,,,,,
1702,the man,,,,,
1703,Bill Weedles,,,,,
1703,Bill Weedles,,,,,
1703,them,,,,,
1703,she,,,,,
1704,Bill Weedles,,,,,
1705,I,,,,,
1705,Bill Weedles,,,,,
1705,Bill Weedles,,,,,
1706,I. Trot,,,,,
1706,I. Trot,,,,,
1707,Billina,,,,,
1707,I,,,,,
1707,Trot,,,,,
1707,a way,,,,,
1708,They,,,,,
1708,she,,,,,
1709,They,,,,,
1709,something,,,,,
1709,something,,,,,
1710,the Observer,,,,,
1710,the Observer,,,,,
1710,the Observer,,,,,
1712,the Observer,,,,,
1712,Bill Weedles and Trot both,,,,,
1712,the little girl,,,,,
1715,Bill Weedles,,,,,
1716,Bill Weedles,,,,,
1717,a very small voice in Bill Weedles 's ear,,,,,
1718,the girl,,,,,
1720,you,,,,,
1721,the sailor,,,,,
1721,the sailor,,,,,
1722,Pessim,,,,,
1722,you,,,,,
1722,our,,,,,
1722,you,,,,,
1722,you,,,,,
1722,you,,,,,
1722,you,,,,,
1722,you,,,,,
1722,you,,,,,
1724,I,,,,,
1724,I,,,,,
1724,I,,,,,
1726,I,,,,,
1726,it,,,,,
1726,I,,,,,
1726,I,,,,,
1727,you,,,,,
1729,I,,,,,
1729,I,,,,,
1730,I,,,,,
1730,she,,,,,
1730,Cap'n Billina and Trot,,,,,
1730,for the poor Orks,,,,,
1730,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1731,the little man Pessim,,,,,
1734,he,,,,,
1734,he,,,,,
1737,I,,,,,
1737,I,,,,,
1738,I,,,,,
1738,my,,,,,
1738,my,,,,,
1741,the girl,,,,,
1742,the neighbors,,,,,
1742,I,,,,,
1743,the neighbors,,,,,
1743,I,,,,,
1743,I,,,,,
1743,I,,,,,
1744,the neighbors,,,,,
1744,the neighbors,,,,,
1744,the neighbors,,,,,
1744,I,,,,,
1746,me,,,,,
1746,the neighbors,,,,,
1747,Pessim,,,,,
1747,Pessim,,,,,
1747,Pessim,,,,,
1747,Pessim,,,,,
1747,Pessim,,,,,
1748,Pessim,,,,,
1748,Pessim,,,,,
1749,Pessim,,,,,
1751,Pessim,,,,,
1752,I,,,,,
1753,a tree toad,,,,,
1753,I,,,,,
1753,the gulls and cormorants,,,,,
1754,I,,,,,
1754,I,,,,,
1755,I,,,,,
1755,I,,,,,
1755,a small tree,,,,,
1755,I,,,,,
1757,I,,,,,
1757,a sharp breeze,,,,,
1758,I,,,,,
1758,I,,,,,
1758,I,,,,,
1758,I,,,,,
1760,I,,,,,
1760,the beasts or birds,,,,,
1760,any of the beasts or birds that live upon this island,,,,,
1761,They,,,,,
1761,all three,,,,,
1761,They,,,,,
1761,you,,,,,
1762,I.,,,,,
1763,I,,,,,
1763,I.,,,,,
1764,Trot,,,,,
1766,him,,,,,
1767,him,,,,,
1767,him,,,,,
1767,the grove,,,,,
1769,The fruit,,,,,
1769,Bill Weedles,,,,,
1769,Bill Weedles,,,,,
1770,The Orks,,,,,
1771,Bill Weedles,,,,,
1771,the little girl,,,,,
1771,the little girl,,,,,
1772,the little girl,,,,,
1772,the little girl,,,,,
1773,the little girl,,,,,
1773,Trot 's,,,,,
1773,The Orks,,,,,
1774,He,,,,,
1774,He,,,,,
1775,He,,,,,
1775,they,,,,,
1775,He,,,,,
1776,He,,,,,
1776,He,,,,,
1778,you,,,,,
1779,he,,,,,
1780,Pessim,,,,,
1782,Anyone,,,,,
1783,"those dreadful things called birds , which are all fluff and feathers 's feathers",,,,,
1783,Pessim,,,,,
1784,the Orks,,,,,
1785,we,,,,,
1785,we,,,,,
1785,we,,,,,
1786,I,,,,,
1786,I,,,,,
1787,Bill Weedles,,,,,
1789,I,,,,,
1789,I,,,,,
1789,I,,,,,
1790,you,,,,,
1790,you,,,,,
1790,you,,,,,
1791,Trot,,,,,
1792,you,,,,,
1792,Trot,,,,,
1793,you,,,,,
1794,Bill Weedles,,,,,
1794,at the thought,,,,,
1794,the Orks,,,,,
1795,the creature,,,,,
1795,the creature,,,,,
1795,the creature,,,,,
1795,the creature,,,,,
1796,You,,,,,
1796,they,,,,,
1796,You 's face,,,,,
1798,Billina,,,,,
1798,by Trot,,,,,
1798,Billina,,,,,
1798,she,,,,,
1799,Pessim,,,,,
1799,Pessim,,,,,
1800,They,,,,,
1800,They,,,,,
1800,the she,,,,,
1801,Pessim,,,,,
1801,They,,,,,
1801,Pessim,,,,,
1802,They,,,,,
1802,They,,,,,
1804,Pessim,,,,,
1804,they,,,,,
1805,Pessim,,,,,
1805,Trot,,,,,
1805,Pessim 's former neighbors,,,,,
1805,Pessim 's former neighbors,,,,,
1805,Pessim,,,,,
1806,by they 's adventures,,,,,
1806,they,,,,,
1808,They,,,,,
1808,They,,,,,
1810,Billina,,,,,
1810,he,,,,,
1810,he,,,,,
1811,Trot,,,,,
1811,to get there,,,,,
1812,he,,,,,
1812,he,,,,,
1813,The Orks,,,,,
1813,The Orks,,,,,
1813,The Orks,,,,,
1814,Trot,,,,,
1814,The Orks,,,,,
1814,The Orks,,,,,
1815,The Orks,,,,,
1815,The Orks,,,,,
1815,you two,,,,,
1815,you two,,,,,
1816,The Orks,,,,,
1816,Cap'n Billina,,,,,
1817,the Orks,,,,,
1817,you,,,,,
1817,the Orks,,,,,
1818,This quaint suggestion,,,,,
1818,Trot,,,,,
1818,Trot,,,,,
1818,Cap'n Billina,,,,,
1818,Cap'n Billina,,,,,
1821,you,,,,,
1821,you,,,,,
1821,we,,,,,
1821,the Orks,,,,,
1822,you,,,,,
1823,you,,,,,
1825,you,,,,,
1826,us,,,,,
1828,Bill,,,,,
1829,Bill,,,,,
1829,Bill,,,,,
1830,Cap'n Bill,,,,,
1830,Cap'n Bill,,,,,
1831,Cap'n Bill,,,,,
1832,Cap'n,,,,,
1832,Cap'n Bill,,,,,
1832,Cap'n Bill,,,,,
1834,us,,,,,
1834,Trot,,,,,
1835,The Orks,,,,,
1836,The Orks,,,,,
1836,her 's sunbonnet,,,,,
1836,her,,,,,
1837,her,,,,,
1837,her,,,,,
1838,her sunbonnet,,,,,
1838,both her and Bill Weedles,,,,,
1839,her,,,,,
1839,you,,,,,
1839,her sunbonnet,,,,,
1839,two tiny people,,,,,
1840,she,,,,,
1840,she,,,,,
1840,we,,,,,
1841,Billina,,,,,
1841,Billina,,,,,
1842,she,,,,,
1842,she,,,,,
1843,danger,,,,,
1843,danger,,,,,
1844,she,,,,,
1844,we,,,,,
1845,us,,,,,
1845,us,,,,,
1845,us,,,,,
1846,us,,,,,
1846,Pessim,,,,,
1846,he,,,,,
1846,he,,,,,
1846,Pessim,,,,,
1846,he,,,,,
1846,he,,,,,
1846,he,,,,,
1846,the ocean,,,,,
1846,Pessim,,,,,
1846,"Pessim , who",,,,,
1846,the trees,,,,,
1847,us,,,,,
1847,the berries,,,,,
1848,Billina,,,,,
1848,Billina,,,,,
1849,they,,,,,
1849,they,,,,,
1849,the tree,,,,,
1850,I,,,,,
1850,I,,,,,
1850,I,,,,,
1850,one,,,,,
1850,they,,,,,
1852,the tree,,,,,
1853,Bill Weedles,,,,,
1853,they,,,,,
1853,she,,,,,
1853,they,,,,,
1854,they,,,,,
1854,they,,,,,
1854,they,,,,,
1855,Pessim,,,,,
1855,the Orks 's,,,,,
1855,Pessim,,,,,
1855,Pessim,,,,,
1855,nothing,,,,,
1855,Pessim,,,,,
1855,Pessim,,,,,
1856,the Orks 's,,,,,
1856,Bill Weedles,,,,,
1857,the Orks 's,,,,,
1858,Pessim,,,,,
1859,I,,,,,
1859,you,,,,,
1860,I,,,,,
1860,I,,,,,
1860,I,,,,,
1861,This uncheerful prospect,,,,,
1861,This uncheerful prospect,,,,,
1862,Trot,,,,,
1862,Trot,,,,,
1862,Trot,,,,,
1863,she,,,,,
1863,Bill Weedles,,,,,
1863,Bill Weedles,,,,,
1864,Bill Weedles,,,,,
1864,the old sailor,,,,,
1866,Billina,,,,,
1866,Billina,,,,,
1866,Billina,,,,,
1866,Billina,,,,,
1866,she,,,,,
1866,which,,,,,
1866,the unhappy Pessim,,,,,
1867,Bill Weedles,,,,,
1867,Bill Weedles,,,,,
1867,Bill Weedles,,,,,
1868,Bill Weedles,,,,,
1868,she,,,,,
1868,Bill Weedles,,,,,
1869,you,,,,,
1869,she,,,,,
1869,she,,,,,
1871,Cap'n,,,,,
1871,Cap'n,,,,,
1872,the Orks,,,,,
1874,they,,,,,
1874,Pessim,,,,,
1876,by this unkind speech,,,,,
1876,The Orks,,,,,
1876,The Orks,,,,,
1876,Pessim,,,,,
1879,The Flight of the Midgets Cap'n Bill and Trot,,,,,
1880,the Midgets Cap'n Bill and Trot,,,,,
1882,Bill and Trot,,,,,
1882,Bill and Trot,,,,,
1885,Cap'n Bill,,,,,
1885,Cap'n Bill,,,,,
1886,Trot,,,,,
1886,the Midgets Cap'n Bill and Trot,,,,,
1886,the Midgets Cap'n Bill and Trot,,,,,
1886,the Midgets Cap'n Bill and Trot,,,,,
1887,the old man,,,,,
1889,the little girl,,,,,
1890,we,,,,,
1891,The slight swaying of a sunbonnet,,,,,
1892,he,,,,,
1893,Trot,,,,,
1893,he,,,,,
1894,he,,,,,
1895,he,,,,,
1895,he,,,,,
1895,he,,,,,
1896,he,,,,,
1896,he,,,,,
1896,he,,,,,
1896,Trot,,,,,
1896,he,,,,,
1896,he,,,,,
1896,Trot,,,,,
1896,Trot,,,,,
1897,the Orks,,,,,
1897,the Orks,,,,,
1899,Billina,,,,,
1899,Trot,,,,,
1899,the Orks,,,,,
1900,the Orks,,,,,
1901,they,,,,,
1902,Billina,,,,,
1902,Billina,,,,,
1903,it,,,,,
1903,he,,,,,
1904,the Orks,,,,,
1904,I,,,,,
1905,I,,,,,
1905,we,,,,,
1905,I.,,,,,
1905,the Orks,,,,,
1908,I,,,,,
1908,I,,,,,
1909,Bill Weedles,,,,,
1911,the Orks,,,,,
1911,the Orks,,,,,
1912,the Orks,,,,,
1912,the Orks,,,,,
1913,I,,,,,
1913,I,,,,,
1913,the Orks,,,,,
1913,the Orks,,,,,
1913,I,,,,,
1913,only Orkss,,,,,
1915,the Orks,,,,,
1916,my,,,,,
1916,my,,,,,
1918,Bill Weedles,,,,,
1922,you,,,,,
1923,you,,,,,
1923,both you and Trot,,,,,
1923,you,,,,,
1923,both you and Trot,,,,,
1924,our,,,,,
1925,the creature,,,,,
1925,the creature,,,,,
1926,its claws,,,,,
