sentence_index,agent,
838,the Wizard of Oz,
839,Dorothy the Lamb,
840,The little man,
841,The little man,
842,They,
842,They,
843,They,
843,the piglets,
843,the piglets,
844,a low plant,
845,a single fruit about as large as a peach,
845,Dorothy the Lamb,
845,Dorothy the Lamb,
847,The piglets,
847,the girl,
847,the girl,
847,every one of The piglets,
847,every one of The piglets,
847,every one of The piglets,
848,Zebediah,
848,The piglets,
849,Dorothy the Lamb,
850,They all,
851,the Wizard of Oz,
851,the piglets,
852,the Wizard of Oz,
854,their master,
855,their master,
857,their master,
858,a tiny voice,
859,you,
861,us,
861,another of us,
862,you,
862,you,
862,you,
863,you,
863,you,
863,you,
864,he,
866,I,
866,The piglets,
866,I.,
866,he,
867,I,
868,one of the piglets,
869,We,
869,We,
869,another,
870,We,
870,the Wizard of Oz,
870,We,
871,We,
871,We,
872,him,
872,him,
872,him,
872,him,
872,him,
872,him,
872,him,
873,The travellers,
873,The travellers,
874,they,
877,The meat,
877,the knives and forks,
877,the knives and forks,
877,way,
880,"Dorothy the Lamb , who with Zebediah and the Wizard of Oz now stood in the doorway",
881,A peal of merry laughter,
882,Dorothy the Lamb,
883,the shrill and childish voice of some unseen person,
884,"another voice , soft and womanly",
885,you,
885,a third voice,
885,a third voice,
885,"in a stern , gruff accent",
886,the Wizard of Oz,
887,the man 's voice,
889,the woman,
889,the woman,
890,the man 's,
890,the man 's,
891,the man 's,
892,the woman,
893,you,
893,the Wizard of Oz,
894,the woman 's voice,
895,the woman,
896,the Mangaboos,
896,the Wizard of Oz,
896,you,
898,you,
901,We,
901,We,
902,the woman 's voice,
903,you,
903,you,
905,we,
905,I,
905,I,
905,I,
906,the man 's voice,
907,we,
908,he,
908,Zebediah,
909,Two childish voices,
910,that,
910,he,
911,that,
911,Dorothy the Lamb,
914,He,
914,you,
914,we,
914,you,
914,she,
915,He,
915,the man 's voice,
917,He,
917,He,
917,she,
918,the bears,
918,one of the children 's voices,
919,Dorothy the Lamb,
921,the invisible man,
922,Many large and fierce bears,
922,our Many large and fierce bears,
922,as Many large and fierce bears,
923,the girl,
924,the bears,
924,eat,
924,"by any eye , whether human or animal",
925,the dama - fruit,
925,the Wizard of Oz,
927,the dama - fruit,
927,you,
928,Dorothy the Lamb,
929,the woman 's voice,
930,The dama - fruit,
930,the bears,
930,us,
932,good wanderers,
933,a plate,
933,they,
934,Dorothy the Lamb,
934,Dorothy the Lamb 's companions,
934,Dorothy the Lamb 's companions,
935,they,
935,the woman 's voice,
936,they,
936,the woman 's,
937,the bears,
937,the bears,
937,"a girlish young voice , that belonged to one of the children",
937,a girlish young voice,
938,We,
938,We who live here,
938,We,
938,We who live here,
938,We who live here,
939,We,
939,We,
939,the man,
940,mama,
940,the other childish voice,
941,mama,
941,my,
941,mama,
941,mama,
941,mama,
942,Dorothy the Lamb,
942,Dorothy the Lamb,
943,me,
943,me,
944,me,
944,me,
946,me,
946,me,
947,me,
947,me,
947,me,
948,The girl,
948,The girl 's mother,
948,We,
948,good actions and pleasant ways,
949,We,
949,We,
950,Zebediah,
951,We,
951,The birds,
951,The birds,
951,We,
951,We,
952,we,
952,the cruel bears,
953,the fishes,
953,we,
953,we,
953,the fishes,
954,we,
954,me,
955,we,
956,the Pink Kitten,
956,Eureka the Pink Kitten,
956,the Pink Kitten,
957,you,
958,by the sight of meThe children,
958,you,
958,you,
958,Eureka the Pink Kitten,
958,Eureka the Pink Kitten,
958,me,
959,the others,
959,me,
959,me,
960,an unseen hand,
960,an unseen hand,
961,me,
961,me,
962,you,
962,she,
963,people,
963,we,
963,people,
964,she,
965,you,
965,she,
966,she,
966,she,
966,she,
967,Dorothy the Lamb,
967,you,
967,we,
968,you,
969,to be invis'ble,
969,you,
970,Dorothy the Lamb,
970,Dorothy the Lamb,
970,to lose you,
970,Dorothy the Lamb,
971,you,
971,you,
971,the Lamb,
972,you,
972,the Wizard of Oz,
972,the Wizard of Oz,
972,the Wizard of Oz,
973,one,
973,you 's voice,
973,you,
973,you,
974,you,
974,us,
975,Dorothy the Lamb,
975,Dorothy the Lamb,
976,the Wizard of Oz,
978,the man,
978,you,
978,you,
979,you,
979,the Gargoyles,
980,Zebediah,
981,the man,
982,"Our greatest Champion , Overman - Anu",
982,"Our greatest Champion , Overman - Anu",
982,"Our greatest Champion , Overman - Anu",
982,"Our greatest Champion , Overman - Anu",
982,a bear,
982,a bear,
983,by this gloomy report,
983,Dorothy the Lamb,
984,we,
984,we,
986,Dorothy the Lamb,
986,Dorothy the Lamb,
986,Dorothy the Lamb,
986,the Wizard of Oz,
988,I,
988,Zebediah,
989,I.,
989,Zebediah,
990,Zebediah,
990,Zebediah,
990,I,
991,Zebediah,
992,the man 's voice,
993,Our Champion,
993,Our Champion,
993,the Gargoyles,
993,the Gargoyles,
993,the Gargoyles,
994,Our Champion,
994,Our Champion,
995,the Wizard of Oz,
995,we,
995,we,
995,we,
995,we,
996,me,
996,such a brave Champion,
996,the bears,
997,who,
997,the bears,
998,he,
998,the unseen man,
998,we,
998,by all eyes,
999,he,
999,everyone,
999,the bears,
999,he everyone,
999,the bears,
1000,everyone,
1000,the unseen man,
1000,everyone,
1000,everyone,
1000,the unseen man,
1000,everyone,
1001,everyone,
1001,everyone,
1001,everyone,
1001,any one,
1003,they,
1003,they,
1003,they,
1003,they,
1003,a soft voice,
1005,The Wizard of Oz,
1005,Zebediah,
1006,Dorothy the Lamb,
1006,Jim the Cab - horse,
1007,The owner of the unseen voice,
1007,The owner of the unseen voice,
1007,You,
1008,You,
1008,Dorothy the Lamb,
1009,You,
1010,the bears,
1012,the girl,
1013,"the voice , which from the voice , which from its gentle tones seemed to belong to a young girl 's gentle tones seemed to belong to a young girl",
1013,which,
1013,"which from the voice , which from its gentle tones seemed to belong to a young girl 's gentle tones",
1014,we,
1014,which,
1014,"the voice , which from its gentle tones seemed to belong to a young girl",
1014,"the voice , which from its gentle tones seemed to belong to a young girl",
1015,the voice,
1016,the voice,
1016,Sir,
1016,Sir,
1017,the bears,
1017,we people of Voe,
1019,Sir,
1019,Sir,
1020,The girl,
1020,The girl,
1020,Zebediah,
1020,Zebediah,
1021,He,
1021,the horse,
1021,the horse,
1021,the horse,
1024,you 's unseen friend,
1024,He,
1025,They,
1025,They,
1025,He,
1027,the Wizard of Oz,
1027,The horse,
1027,The horse,
1028,The horse,
1028,The horse,
1028,Zebediah,
1029,the Wizard of Oz,
1029,the Wizard of Oz,
1029,the Wizard of Oz,
1030,the Wizard of Oz,
1030,the Wizard of Oz,
1030,the Wizard of Oz,
1030,the Wizard of Oz,
1030,the Wizard of Oz,
1031,he,
1032,he,
1032,other menacing growls,
1034,the others,
1034,the others,
1035,The Wizard of Oz,
1035,The Wizard of Oz,
1035,The Wizard of Oz,
1035,the horse,
1036,I,
1036,I.,
1036,we 's unknown friend,
1036,we 's unknown friend,
1036,we,
1037,the Wizard of Oz,
1037,we,
1038,Zebediah,
1038,Jim the Cab - horse,
1038,Jim the Cab - horse,
1039,I,
1039,The kitten,
1040,the kitten,
1040,the kitten,
1040,Dorothy the Lamb,
1040,the kitten,
1041,they,
1041,they,
1042,they,
1042,they,
1042,they,
1042,they,
1043,You,
1043,Dorothy the Lamb,
1043,You,
1043,You,
1044,You,
1045,you,
1045,days,
1046,Zebediah,
1046,Jim the Cab - horse,
1047,Jim the Cab - horse,
1047,the thought that more of the invisible bears might be near,
1047,the thought that more of the invisible bears might be near,
1047,Jim the Cab - horse,
1047,a way,
1047,Dorothy the Lamb,
1048,Zebediah,
1048,Jim the Cab - horse,
1048,Jim the Cab - horse,
1051,he,
1052,Dorothy the Lamb,
1053,I,
1053,I,
1053,no bear,
1053,he,
1054,Jim the Cab - horse,
1054,Jim the Cab - horse,
1054,Jim the Cab -,
1054,Jim the Cab -,
1054,the Wizard of Oz and I the Wizard of Oz and Zebediah both,
1055,Dorothy the Lamb,
1055,Dorothy the Lamb,
1055,Dorothy the Lamb,
1055,Dorothy the Lamb,
1056,She,
1056,the kitten,
1056,the old cab - horse,
1056,several curious sounds,
1056,She,
1056,the old cab - horse,
1058,an arched opening leading to a broad stairway,
1058,an arched opening,
1059,a broad stairway,
1059,an arched opening,
1061,These steps,
1064,I,
1064,the Cab - horse,
1064,I,
1065,Jim the Cab - horse,
1067,You,
1068,Zebediah,
1069,you,
1069,Jim the Cab - horse,
1070,We,
1070,the Wizard of Oz,
1072,they,
1072,they,
1072,Jim the Cab - horse,
1072,Zebediah,
1073,the Wizard of Oz,
1074,this,
1074,they,
1074,a rift in the side of the mountain,
1075,they,
1075,a rift in the side of the mountain,
1075,they,
1076,they,
1076,Jim the Cab - horse,
1077,Jim the Cab - horse,
1077,Jim the Cab - horse,
1077,Jim the Cab - horse,
1078,they,
1078,continually climbing up stairs,
1079,they,
1080,The lights from the lanterns,
1080,a broad streak of light ahead,
1081,one side of the mountain,
1081,the stairs,
1082,our travellers,
1084,banks of rolling clouds,
1084,banks of rolling clouds,
1085,Dorothy the Lamb,
1085,banks of rolling clouds,
1085,banks of rolling clouds,
1085,banks of rolling clouds,
1086,Mortals,
1086,Mortals who stand upon the earth and look up at the sky,
1086,banks of rolling clouds,
1086,banks of rolling clouds,
1086,our travellers,
1087,Zebediah,
1088,Dorothy the Lamb,
1090,Zebediah,
1090,Zebediah,
1091,Zebediah,
1092,an occasional strange bird,
1092,an occasional strange bird,
1093,These birds,
1093,Zebediah,
1094,These birds,
1094,the children,
1094,none of These birds,
1095,Zebediah,
1097,They,
1097,a man,
1097,a man,
1097,he,
1097,he,
1097,"a man standing on the floor in the center of the cave , who bowed very politely when a man standing on the floor in the center of the cave , who bowed very politely when he saw he had attracted their attention",
1097,a man standing on the floor in the center of the cave,
1097,he,
1097,he,
1097,their attention,
1098,a man,
1098,he,
1098,he,
1098,a man standing on the floor in the center of the cave,
1098,he,
1098,he,
1098,a man standing on the floor in the center of the cave,
1098,he,
1098,he,
1099,a man standing on the floor in the center of the cave,
1099,he,
1099,he,
1100,a man,
1100,he,
1100,he,
1100,Dorothy the Lamb,
1101,the man with the braids,
1102,the man with the braids,
1102,the man with the braids,
1104,the man with the braids,
1104,the man with the braids,
1106,you,
1106,"the Wizard of Oz , who had been examining you carefully",
1106,the Wizard of Oz,
1107,you,
1108,you,
1108,you,
1109,"the Wizard of Oz , who had been examining the strange personage carefully",
1109,the Wizard of Oz,
1110,you,
1111,I,
1111,I,
1112,we,
1113,I,
1113,I,
1115,I,
1115,I,
1115,I,
1115,This,
1116,you,
1117,my,
1117,my,
1118,you,
1118,you,
1120,you,
1120,the rustles,
1120,you,
1120,"my ,",
1121,he,
1122,he,
1123,many assorted flutters,
1124,You,
1124,"You , You",
1125,You,
1126,I,
1126,I,
1127,I,
1127,I,
1127,I,
1127,I,
1128,I,
1128,I,
1129,You,
1129,I,
1130,I,
1131,I,
1131,I,
1131,I,
1132,to see how the braided man 's eyes sparkled when the braided man 's received this treasure,
1132,her,
1132,the braided man,
1133,her,
1134,the braided man 's,
1134,the braided man 's,
1134,the Wizard of Oz,
1134,her,
1135,her,
1135,the braided man 's 's,
1135,somebody,
1136,you,
1136,the Wizard of Oz,
1137,I,
1138,you,
1138,you,
1138,I,
1139,I,
1139,I,
1140,I,
1141,I,
1141,I,
1141,a new Adjustable Post - hole,
1142,I,
1142,I,
1142,I,
1142,I,
1143,That,
1143,you,
1143,That,
1143,I,
1143,I,
1143,I,
1143,I,
1144,an extraordinary long hole,
1144,you,
1144,I,
1144,I,
1144,you,
1144,I,
1144,the tongues of flame,
1144,the tongues of flame that dart out,
1144,I,
1144,I,
1144,I,
1145,I,
1145,the Lamb,
1145,the Wizard of Oz,
1145,the Wizard of Oz,
1145,the Wizard of Oz,
1146,they,
1146,they,
1146,they,
1147,Another breathless climb,
1148,they,
1148,they,
1149,the Wizard of Oz,
1149,the Wizard of Oz,
1150,which,
1151,we,
1151,one,
1152,Eureka the Pink Kitten,
1152,Eureka the Pink Kitten,
1152,the sight,
1153,Eureka the Pink Kitten,
1154,Mr. Wizard of Oz,
1155,a piglet,
1155,Eureka the Pink Kitten,
1155,Eureka the Pink Kitten,
1155,nothing,
1156,we,
1157,another of we,
1158,another,
1159,a third,
1159,a third,
1159,no one with such murderous desires,
1160,You,
1160,Dorothy the Lamb,
1160,you,
1160,you,
1161,a kitten,
1161,I,
1161,a kitten,
1162,I,
1162,the kitten,
1163,the kitten,
1164,the girl,
1165,the kitten,
1165,Jim the Cab - horse,
1166,I,
1166,you,
1166,I,
1166,I,
1167,you,
1167,I,
1168,you,
1168,you,
1168,you,
1168,I,
1169,you,
1169,you,
1170,I,
1170,I,
1172,the Wizard of Oz,
1173,us all,
1174,I,
1174,I,
1176,I,
1176,I,
1176,the piglets,
1177,No one,
1177,Dorothy the Lamb,
1178,you,
1178,you,
1179,The Wizard of Oz,
1180,you,
1180,We,
1181,Dorothy the Lamb,
1183,I,
1184,No one,
1184,they,
1184,they,
1185,Zebediah and the Wizard of Oz,
1185,Jim the Cab - horse,
1185,Zebediah and the Wizard of Oz,
1187,the little Wizard of Oz,
1188,"Jim the Cab - horse , who was in advance",
1188,Jim the Cab - horse,
1189,"Jim the Cab - horse , who was in advance halted",
1189,"Jim the Cab - horse , who was in advance halted",
1189,"Jim the Cab - horse , who was in advance halted",
1190,we,
1191,he,
1192,the tired Wizard of Oz,
1194,he,
1195,he,
1197,we,
1197,Dorothy the Lamb,
1197,we,
1198,Jim the Cab - horse,
1199,Dorothy the Lamb and my,
1200,little Dorothy the Lamb and I,
1201,little Dorothy the Lamb and I,
1202,the horse,
1203,the horse,
1203,the horse,
1204,they,
1204,they 's eyes,
1206,Zebediah,
1211,wooden cows,
1212,a large group of the queer people clustered near,
1212,the strangers,
1215,The Gargoyles 's faces,
1216,Some,
1216,mouths,
1217,Others,
1219,The tops of many types 's heads,
1219,some,
1219,others,
1219,still others,
1219,squares,
1219,waffles cut,
1220,many types,
1222,They,
1222,They,
1222,They,
1222,They,
1224,The birds,
1224,the cows,
1225,The group of these queer creatures which was discovered clustered near the stairs at first,
1225,The group of these queer creatures which was discovered clustered near the stairs at first,
1226,"the Wizard of Oz and the children , the horse and the kitten",
1227,I.,
1227,I.,
1227,I.,
1227,I,
1228,Zeb,
1229,Zeb,
1229,Zeb,
1230,Zeb,
1230,Zeb,
1230,Zeb,
1231,the Gurgles,
1231,Dorothy the Lamb,
1232,the Gurgles,
1233,the little man,
1233,the Gurgles,
1234,Even these revolvers,
1234,Even these revolvers,
1235,Dorothy the Lamb,
1236,I,
1237,every man,
1237,I,
1237,he,
1238,I,
1238,I.,
1238,we,
1238,we,
1238,I.,
1238,we,
1239,The Gargoyles,
1239,our friends,
1241,The horse,
1241,The Gargoyles,
1242,The horse,
1242,The horse,
1242,The horse,
1242,The horse,
1246,The others,
1246,The others,
1246,his,
1246,his,
1248,the Wizard of Oz,
1248,his,
1249,That,
1249,them,
1249,them,
1250,What,
1250,Dorothy the Lamb,
1252,the Lamb,
1252,the Champion,
1252,the Champion,
1252,we,
1252,the boy,
1253,we,
1253,the boy,
1254,Dorothy the Lamb,
1254,it,
1255,we,
1256,I,
1256,I.,
1256,They,
1257,They,
1258,by many more of They 's kind,
1258,They,
1259,The Wizard of Oz,
1259,The Wizard of Oz,
1260,Some of the wooden beings,
1260,most of his enemies,
1260,most of his enemies,
1260,most of his enemies,
1261,Zebediah,
1261,Zebediah,
1263,the sudden noise,
1264,the creature,
1264,Zebediah,
1264,Zebediah,
1265,Zebediah,
1265,Zebediah,
1265,Zebediah,
1266,the others,
1267,the enemy,
1267,the enemy,
1268,another shot from the Wizard of Oz 's revolver,
1269,Zebediah,
1270,We,
1271,the Wizard of Oz 's,
1271,the Wizard of Oz 's,
1273,The Gargoyles,
1273,The Gargoyles,
1273,a few of The Gargoyles 's band,
1273,a few of The Gargoyles 's band,
1274,by the dreadful report,
1274,the main band,
1275,the little man 's,
1275,the little man 's,
1275,by the noise,
1276,we,
1276,Dorothy the Lamb,
1277,we,
1277,Zebediah,
1278,the Wizard of Oz,
1279,Jim the Cab - horse,
1279,each one,
1279,each one,
1279,each one,
1280,the Wizard of Oz,
1281,Dorothy the Lamb,
1281,Dorothy the Lamb,
1281,the wooden folks,
1282,the Wizard of Oz,
1283,I,
1283,I,
1284,I,
1284,I,
1284,the king,
1285,I,
1286,our adventurers,
1286,our adventurers,
1287,Even the kitten,
1287,Jim the Cab - horse Jim the Cab - horse,
1288,This,
1290,Dorothy the Lamb,
1291,The Wizard of Oz 's,
1292,The Wizard of Oz 's,
1292,The Wizard of Oz 's,
1292,The Wizard of Oz 's,
1292,The Wizard of Oz 's,
1293,The horse,
1293,even Eureka the Pink Kitten,
1293,even Eureka the Pink Kitten,
1293,even Eureka the Pink Kitten,
1295,the Gargoyles,
1295,the Gargoyles,
1296,numbers of the Gargoyles,
1297,even Eureka the Pink Kitten,
1297,even Eureka the Pink Kitten,
1297,even Eureka the Pink Kitten,
1297,Gargoyles,
1297,a grinning Gargoyles,
1298,All of them,
1298,the wooden creatures,
1299,The houses of a wooden city,
1301,The houses of this city,
1301,by the wooden creatures,
1302,the wooden creatures,
1302,the wooden creatures,
1302,the wooden creatures,
1303,they,
1303,they,
1303,they,
1304,they,
1304,they,
1304,they,
1304,the earth people,
1305,to carry Jim the Cab - horse through the air and land Jim the Cab - horse on the high platform,
1305,a good many Gargoyles,
1305,the buggy,
1305,the wooden folks,
1306,Eureka the Pink Kitten 's captor,
1306,the last Gargoyles,
1306,our friends,
1307,Dorothy the Lamb,
1307,Dorothy the Lamb,
1308,I,
1308,I,
1308,I,
1308,we,
1308,we,
1308,nobody,
1308,nobody,
1309,I.,
1309,I,
1309,they,
1309,II 's,
1310,they,
1310,the Wizard of Oz,
1310,they,
1310,they,
1311,Dorothy the Lamb,
1313,we,
1313,we,
1314,we,
1314,we,
1315,"The space underneath the roof , where we stood",
1315,we,
1315,we,
1317,a stair,
1317,their,
1317,their,
1318,Several stories of empty rooms,
1319,their,
1320,their,
1321,their,
1321,their,
1321,their,
1321,the wooden Gargoyles,
1321,the wooden Gargoyles,
1322,the Wizard of Oz,
1323,All people,
1323,All people,
1324,I,
1324,I,
1324,I,
1325,Dorothy the Lamb,
1326,They all,
1327,Jim the Cab - horse,
1329,She,
1330,She,
1330,She,
1331,She,
1331,She,
1332,To climb,
1333,Who,
1333,the horse,
1334,the horse 's school - teacher,
1334,My school - teacher,
1335,the Wizard of Oz,
1336,the horse,
1336,this,
1336,this,
1338,the girl,
1339,The Gurgles,
1340,the old cab - horse,
1341,The Gurgles,
1342,the voice of Eureka the Pink Kitten,
1342,Eureka the Pink Kitten,
1343,Dorothy the Lamb,
1346,the wooden folks,
1346,Dorothy the Lamb,
1348,Zebediah,
1348,by the wooden folks,
1349,any of the Gargoyles,
1349,any of the Gargoyles,
1350,The Wizard of Oz,
1350,Eureka the Pink Kitten,
1351,The Wizard of Oz,
1351,we,
1351,The Wizard of Oz,
1352,we,
1352,Dorothy the Lamb,
1353,Dorothy the Lamb,
1354,the Gargoyles,
1354,the Gargoyles,
1354,the people,
1355,we,
1355,we,
1356,the girl,
1357,the little man,
1358,the girl,
1359,he,
1359,he,
1360,I,
1360,I,
1361,that rock,
1361,we,
1361,we,
1362,he,
1362,I,
1363,he,
1363,I,
1364,it,
1365,she,
1366,I,
1366,I,
1366,it,
1366,another stairway,
1366,another stairway,
1366,we,
1367,we,
1367,we,
1367,we,
1367,we,
1368,I,
1368,I,
1368,we,
1369,the kitten,
1370,the girl,
1371,me,
1371,a long leather strip,
1372,me,
1372,a long leather strip,
1372,me,
1373,Jim the Cab - horse 's,
1374,You,
1374,You,
1375,You,
1375,You,
1376,Eureka the Pink Kitten,
1377,Eureka the Pink Kitten,
1377,You,
1378,the Gargoyles,
1378,the Gargoyles,
1379,I,
1379,I,
1379,I,
1380,Dorothy the Lamb,
1381,I,
1381,I,
1382,Dorothy the Lamb and the Wizard of Oz,
1382,Dorothy the Lamb and the Wizard of Oz,
1382,I,
1383,Eureka the Pink Kitten,
1384,they,
1384,they,
1386,the boy,
1386,the Wizard of Oz,
1387,Zebediah,
1390,him,
1390,him,
1391,him,
1391,him,
1392,the Gargoyles,
1393,the Wizard of Oz,
1393,the Wizard of Oz,
1393,they,
1393,they,
1395,the buggy,
1395,the buggy,
1396,These preparations,
1396,Gargoyles,
1396,Gargoyles,
1396,some of the sleeping Gargoyles,
1397,the prisoners,
1397,the prisoners,
1398,Dorothy the Lamb,
1400,the boy,
1400,the boy,
1401,Jim the Cab - horse,
1402,the Wizard of Oz,
1403,Jim the Cab - horse,
1404,we,
1404,Zebediah,
1405,you,
1405,you,
1406,you,
1406,you,
1406,you,
1407,we,
1407,you,
1407,you,
1407,you,
1408,you,
1408,the Wizard of Oz,
1408,the Wizard of Oz,
1408,we,
1408,we,
1409,anyone,
1409,they,
1409,the air,
1409,the air,
1410,they,
1410,they,
1410,they,
1411,Some of the Gargoyles,
1411,Some of the Gargoyles,
1411,Some of the Gargoyles,
1411,Some of the Gargoyles,
1411,the Lamb,
1411,the Lamb,
1411,a great cloud,
1412,they,
1412,they,
1413,they,
1413,the wooden people,
1413,Jim the Cab - horse,
1414,they,
1414,I,
1415,us,
1415,the Wizard of Oz,
1416,the Wizard of Oz,
1417,They,
1417,the Wizard of Oz,
1418,the Wizard of Oz,
1418,the Wizard of Oz 's,
1418,the Wizard of Oz,
1418,match,
1419,The flames,
1419,the bonfire,
1419,the bonfire,
1421,several doors,
1421,Zebediah and the Wizard of Oz,
1421,Zebediah and the Wizard of Oz,
1421,Zebediah and the Wizard of Oz,
1422,several doors,
1422,the little man,
1422,the little man,
1423,The flames,
1424,us,
1424,us,
1424,us,
1425,their,
1426,A sort of inclined tunnel,
1426,their,
1427,a sudden turn,
1428,a narrow gallery where the buggy could not pass,
1428,a narrow gallery where the buggy could not pass,
1428,their,
1428,their,
1429,the buggy,
1429,the buggy,
1429,the buggy,
1429,their,
1430,Zebediah and the Wizard of Oz,
1430,Zebediah and the Wizard of Oz,
1430,Zebediah and the Wizard of Oz,
1430,Zebediah and the Wizard of Oz,
1430,the buggy,
1431,Zebediah and the Wizard of Oz,
1431,Zebediah and the Wizard of Oz,
1432,Zebediah and the Wizard of Oz,
1432,Zebediah and the Wizard of Oz,
1433,"as to whether Zebediah and the Wizard of Oz were any nearer to the top of the earth than when Zebediah and the Wizard of Oz had started , hours before",
1434,Dorothy the Lamb,
1434,Zebediah and the Wizard of Oz,
1434,Zebediah and the Wizard of Oz,
1435,the Gargoyles,
1435,the Gargoyles,
1435,the Wizard of Oz,
1436,the Gargoyles,
1436,the Gargoyles,
1436,we,
1437,a deep crack in the floor,
1437,enough oil in,
1437,we,
1438,we,
1438,Jim the Cab - horse,
1439,"Dorothy the Lamb , Zebediah and the Wizard of Oz all",
1439,"Dorothy the Lamb , Zebediah and the Wizard of Oz all",
1439,we,
1439,we,
1440,the little party,
1440,the little party,
1441,a vast cave,
1441,a vast cave,
1441,a vast cave,
1443,a vast cave,
1443,the boy,
1443,the boy,
1443,the boy,
1444,I,
1444,I,
1444,I,
1446,Eureka the Pink Kitten,
1446,Eureka the Pink Kitten,
1447,you,
1447,Eureka the Pink Kitten,
1447,we,
1447,Dorothy the Lamb,
1448,"den of alligators , or crocodiles , or some other dreadful creatures",
1449,Dorothy the Lamb,
1449,Dorothy the Lamb,
1450,I,
1450,I,
1450,I,
1453,the girl,
1455,the Lamb,
1457,you,
1457,a rasping voice near by,
1458,creatures,
1458,mother,
1459,you,
1459,the Wizard of Oz,
1461,he,
1462,the owner of the big yellow eyes which were blinking at them so steadily,
1462,the big yellow eyes,
1463,We,
1464,Dorothy the Lamb,
1464,Dorothy the Lamb,
1464,mouth,
1464,the big yellow eyes,
1465,Young dragons,
1465,Young dragons,
1466,The big dragons,
1466,mother,
1467,the Wizard of Oz,
1467,the Wizard of Oz,
1468,mother,
1468,mother,
1469,mother,
1469,mother,
1470,Dorothy the Lamb,
1470,the Lamb,
1471,you,
1471,you,
1472,you,
1473,you,
1475,"Zebediah , who stared at the yellow eyes as if fascinated",
1475,Zebediah,
1476,you,
1476,you,
1476,to say,
1476,you,
1476,you,
1477,you,
1479,Dorothy the Lamb,
1480,the dragonette,
1481,the girl,
1482,your mother,
1482,your mother,
1483,you,
1484,the girl,
1484,the girl,
1485,she,
1486,she,
1486,we,
1486,we,
1487,we,
1487,we,
1487,mother,
1487,we,
1487,we,
1487,we,
1488,she,
1488,we,
1489,all the other dragonettes,
1490,Dorothy the Lamb,
1491,Dorothy the Lamb,
1491,Dorothy the Lamb 's mother,
1492,the Lamb,
1492,the Lamb,
1493,your mother,
1493,your mother,
1493,the Lamb,
1493,the Lamb,
1494,Dorothy the Lamb,
1495,We,
1495,by such awful beasts,
1496,me,
1496,the dragonette,
1496,you,
1496,you,
1496,We,
1497,We,
1497,mother,
1497,mother,
1498,We,
1498,me,
1498,I,
1498,the famous Green Dragon of Atlantis,
1499,me,
1499,I,
1500,Dorothy the Lamb,
1500,Dorothy the Lamb,
1501,the Lamb,
1502,the dragonette,
1502,the dragonette,
1502,its yellow eyes,
1503,by the fact that the creatures could not crawl out of the creatures 's rock - pockets,
1503,the creatures,
1503,to,
1503,the children and the Wizard of Oz,
1506,Dorothy the Lamb,
1506,to grow to this size,
1506,Their,
1506,Their,
1507,me,
1508,one of Their,
1508,the mother dragon,
1509,me,
1510,you,
1510,you 's mother,
1511,another dragonette,
1512,you,
1512,us,
1512,you,
1512,you,
1513,Dorothy the Lamb,
1513,we,
1513,we,
1514,we,
1514,we,
1514,eyes,
1514,we,
1514,two paths,
1514,we,
1515,They,
1515,They,
1515,They,
1515,They,
1516,one of these,
1516,They,
1516,They,
1516,They,
1517,a huge rock,
1517,a huge rock,
1517,They,
1518,a huge rock,
1519,a huge rock,
1519,a huge rock,
1519,a huge rock,
1519,a huge rock,
1519,"a wide , smooth path",
1519,"a wide , smooth path",
1519,a huge rock,
1519,a huge rock,
1520,they,
1520,they,
1520,they,
1520,they,
1521,they,
1522,they,
1522,they,
1523,the rocky wall,
1523,Jim the Cab - horse the cab - horse,
1524,they,
1524,sound,
1524,the turn - table 's broadest surface,
1525,Zebediah,
1525,we,
1527,The mother dragon,
1528,the Wizard of Oz,
1528,The mother dragon,
1529,the Wizard of Oz,
1529,the Wizard of Oz,
1529,so large a beast,
1530,the girl,
1530,the dragon,
1533,the dragon,
1533,the dragon,
1533,my,
1534,Dorothy the Lamb,
1537,this passage,
1537,Zebediah,
1538,we,
1538,the dragon,
1539,Zebediah,
1539,Zebediah,
1540,by those saucy dragonettes,
1541,No one,
1541,the mother,
1542,They,
1543,the Wizard of Oz,
1544,They,
1545,They,
1545,"by the sight of a ray of sunshine coming through a small crack in the roof of the cave , far overhead",
1546,"the sight of a ray of sunshine coming through a small crack in the roof of the cave , far overhead",
1546,They,
1546,They had encountered,
1546,the succession of perilous adventures They had encountered had at last,
1546,which,
1547,They,
1547,They,
1548,Dorothy the Lamb,
1549,Dorothy the Lamb,
1550,the kitten,
1550,tone,
1552,the Wizard of Oz,
1553,Zebediah,
1555,Folks,
1556,that cat and I,
1556,that cat and I,
1556,your,
1557,the nine tiny piglets,
1557,Eureka the Pink Kitten,
1558,the Pink Kitten,
1559,I,
1559,animals,
1559,I,
1560,the horse,
1562,the horse,
1563,The reference to the piglets,
1563,the Wizard of Oz 's pets,
1564,he,
1564,he,
1564,the piglets,
1564,the piglets,
1565,he,
1565,he,
1565,the piglets,
1566,a piglet,
1567,he,
1568,he,
1568,the misfortune,
1569,another piglet,
1570,you,
1571,you,
1571,you,
1571,another piglet,
1572,you,
1572,you,
1574,several of the piglets,
1575,You,
1575,the little man,
1576,the girl,
1577,Our friend Oz,
1578,Our friend Oz,
1578,Our friend Oz,
1579,he,
