sentence_index,agent,
847,Dorothy the Lamb,
847,he,
847,breath,
848,he,
848,they all,
849,My,
849,reeds,
850,you,
851,My,
852,Polly the Rainbow,
852,Poor man,
854,the shaggy man,
854,we,
854,we,
854,we,
854,Poor man,
854,Poor man,
854,Poor man,
855,you,
855,you,
856,Toto,
857,the others,
858,he,
858,Dorothy the Lamb,
859,he,
859,neighbors,
859,the shaggy man,
860,the shaggy man,
860,they,
860,they,
861,the shaggy man,
863,Some people,
863,Some people,
863,Some people,
865,I,
865,I,
865,I,
865,I,
866,Button - Bright,
867,Button - Bright,
869,This praise,
869,the little fat musicker,
869,the little fat musicker,
869,the little fat musicker,
869,the little fat musicker,
870,the little fat musicker,
870,the little fat musicker,
871,I,
871,I,
872,Button - Bright,
873,Polly the Rainbow,
873,I,
873,Dorothy the Lamb,
874,Button - Bright,
875,Toto,
876,the musicker,
876,breathing,
878,he,
878,he,
880,the fat one,
880,they,
881,you,
881,you,
881,sooth,
882,The shaggy man,
882,The shaggy man,
882,The shaggy man,
883,Dorothy the Lamb,
883,Dorothy the Lamb,
883,his poetry,
884,I,
884,II 's,
885,The shaggy man,
885,The shaggy man,
886,The shaggy man,
887,my,
887,we,
887,Button - Bright,
888,we,
888,we,
888,my dears,
889,the musicker,
889,my dears,
889,the musicker,
890,my,
890,we,
890,we,
891,my,
891,my,
891,my dears,
892,us,
892,the shaggy man,
893,Polly the Rainbow,
893,the others,
894,Toto,
894,Toto,
895,Dorothy the Lamb,
895,little dog,
895,Dorothy the Lamb,
895,the Lamb 's companions,
896,her companions,
896,"her companions , who were walking faster than usual in order to get out of hearing",
896,her companions,
896,her companions,
896,"her companions , who were walking faster than usual in order to get out of hearing",
896,"her companions , who were walking faster than usual in order to get out of hearing",
896,"hill , and until her companions , who were walking faster than usual in order to get out of hearing got to the top her companions , who were walking faster than usual in order to get out of hearing",
897,they,
897,they,
897,they,
898,I,
898,I.,
899,Button - Bright,
900,Button - Bright,
900,your Princess Royal Ozma,
900,Button - Bright,
900,for the organ - man 's music,
901,You,
901,me,
901,the musicker,
902,the boy,
903,me,
903,me,
904,Toto,
908,Button - Bright 's little feet,
908,Polly the Rainbow,
908,Polly the Rainbow,
909,the shaggy man,
910,the shaggy man,
910,the shaggy man,
910,the shaggy man,
910,the shaggy man,
910,the shaggy man,
911,Dorothy the Lamb and Button - Bright,
911,Toto,
912,Dorothy the Lamb,
912,Polly the Rainbow 's Daughter,
913,Dorothy the Lamb,
913,we,
914,It,
914,the shaggy man,
914,we,
914,Button - Bright,
915,Dorothy the Lamb,
915,Dorothy the Lamb,
915,my Magic Belt,
916,Polly the Rainbow,
917,your,
917,your Magic Belt,
918,your,
918,you,
918,magic,
919,Button - Bright,
920,your,
920,Button - Bright,
920,your,
921,you,
921,the shaggy man,
922,the boy,
923,the boy,
924,the boy,
925,the boy,
925,Dorothy the Lamb,
926,they,
926,Toto,
927,they,
927,Toto,
927,they,
928,a curious creature,
928,they,
928,a curious creature,
931,dog,
931,"The eyes , which were fixed steadily upon the barking dog ,",
932,you,
932,Dorothy the Lamb,
932,the little group of travelers,
933,you,
934,that,
934,body,
936,The creature,
936,the black ones on the other side,
937,The creature,
937,Dorothy the Lamb,
938,The creature,
938,Toto,
938,Toto,
939,the shaggy man,
939,the shaggy man,
940,jack,
940,Button - Bright,
941,the shaggy man,
941,the shaggy man,
942,this,
942,Dorothy the Lamb,
942,Polly the Rainbow,
943,The two,
943,The two,
944,Polly the Rainbow,
945,Dorothy the Lamb,
945,Dorothy the Lamb,
946,us,
947,The creatures,
947,another,
948,the road,
949,the shaggy man,
950,Polly the Rainbow,
951,Dorothy the Lamb,
952,Button - Bright,
953,Toto,
953,Toto,
953,Toto,
953,Toto,
954,the two - sided black and white creatures sitting on the rocks all around,
955,Dorothy the Lamb,
955,the shaggy man,
956,they,
957,they,
957,the shaggy man,
959,they,
959,they,
960,they,
960,the shaggy man,
962,they all,
963,Dorothy the Lamb,
964,Button - Bright,
964,Button - Bright,
965,the little girl,
965,the little girl,
965,the little girl,
965,they all,
965,they all,
965,any of they all,
966,the shaggy,
966,the shaggy man,
967,"Polly the Rainbow , who did not like the Scoodlers at all , and kept close to Dorothy the Lamb",
967,Polly the Rainbow,
967,Polly the Rainbow,
968,the shaggy man,
968,the shaggy man,
969,the shaggy man,
969,the shaggy man,
969,the creatures,
971,the creatures,
972,you,
972,me,
973,you,
974,you,
974,you,
975,Dorothy the Lamb,
978,Toto,
978,Toto,
979,the shaggy man,
980,the Scoodlers,
980,the Scoodlers,
981,the shaggy man,
981,the shaggy man,
981,his friends,
982,the Scoodlers,
982,the shaggy man,
982,the shaggy man,
982,the shaggy man,
982,the shaggy man,
983,the Scoodlers,
984,Two of the Scoodlers,
984,Two of the Scoodlers,
985,Two of them,
985,Two of them,
985,Two of them,
986,the shaggy man,
986,the shaggy man,
986,the shaggy man,
987,One of the heads,
987,the heads,
987,the heads,
988,his,
988,we,
988,his,
989,The Scoodlers,
989,The Scoodlers,
989,The Scoodlers,
990,Button - Bright,
990,Button - Bright,
990,Button,
990,Button,
990,Button - Bright,
990,he,
990,Button - Bright,
990,Button - Bright,
990,Button - Bright,
990,Button - Bright,
990,Button - Bright,
991,Toto,
991,Toto,
991,Toto,
991,Toto,
992,The Scoodlers,
992,The Scoodlers,
992,The Scoodlers who had thrown The Scoodlers who had thrown their heads 's heads,
992,The Scoodlers who had thrown The Scoodlers who had thrown their heads 's heads,
992,The Scoodlers who had thrown The Scoodlers who had thrown their heads 's heads,
992,The Scoodlers who had thrown The Scoodlers who had thrown their heads 's heads,
992,the one,
992,the one whose head Toto had stolen,
992,the one,
992,the one,
992,head Toto,
993,the one,
993,the one,
993,head Toto,
993,the one whose head Toto had stolen,
993,the one,
993,the one,
993,Toto,
993,the one,
993,the one,
993,head Toto,
993,the one,
993,the one,
993,Toto,
993,the one whose head Toto had stolen,
993,the one whose head Toto had stolen,
993,Toto,
993,the one,
993,the one,
993,head Toto,
994,Toto,
994,Toto,
994,Toto,
994,Toto,
994,some of the other Scoodlers,
994,Toto,
995,Dorothy the Lamb and the Rainbow 's Daughter,
995,The little girl and the Rainbow 's Daughter,
995,The Scoodlers,
996,We,
996,the shaggy man,
996,the shaggy man,
997,He,
997,their foes,
997,their,
998,their foes,
999,their foes,
999,their foes,
999,their foes,
999,the Lamb,
1000,eyes,
1000,something about their foes 's glittering eyes and contrasting colors and removable heads,
1000,something about their foes 's glittering eyes and contrasting colors and removable heads,
1001,their foes,
1001,a low mountain of rock,
1002,you,
1003,an arched opening,
1004,the Scoodlers,
1004,an arched opening,
1006,the Scoodlers,
1008,It,
1008,the Lamb,
1009,the shaggy man,
1009,the shaggy man,
1009,they,
1010,they,
1010,they,
1010,Button - Bright,
1010,"by shouted that Button - Bright , holding Dorothy the Lamb 's hand in one chubby fist and Polly the Rainbow 's hand in the other",
1010,Button - Bright,
1010,Button - Bright,
1010,Button - Bright,
1010,Button - Bright,
1010,Button - Bright,
1010,Button - Bright,
1011,the shaggy man,
1011,the shaggy man,
1011,the shaggy man,
1011,the shaggy man,
1011,the creatures,
1012,Button - Bright,
1013,the Scoodlers,
1014,the Scoodlers,
1015,Who,
1015,the Rainbow 's Daughter,
1016,The Scoodlers nearest the Rainbow 's Daughter,
1017,It,
1017,Dorothy the Lamb,
1017,a woman,
1017,by two or three of the escort,
1020,the Queen of the Scoodlers,
1020,the Queen of the Scoodlers,
1022,the Queen,
1023,the guard of Scoodlers,
1023,the guard of Scoodlers,
1024,Dorothy the Lamb,
1025,the Queen,
1025,a grim smile,
1025,the Queen,
1026,me,
1026,me,
1027,I,
1027,your Serene Highness,
1027,us,
1028,I,
1028,whoever,
1028,whoever meets I,
1029,your Serene Highness,
1030,We,
1030,We,
1030,We,
1031,I,
1032,You,
1032,me,
1032,me,
1033,You,
1035,Button - Bright,
1035,You,
1036,Button - Bright,
1037,I,
1037,Dorothy the Lamb,
1038,you,
1038,Polly the Rainbow,
1039,you,
1040,you,
1040,you,
1041,one of the guard,
1044,The Scoodlers,
1044,The Scoodlers,
1044,The Scoodlers,
1044,only a single Scoodler,
1046,only a single Scoodler,
1046,only a single Scoodler,
1047,The prisoners,
1047,The prisoners,
1047,the meatchopper,
1048,the shaggy man,
1048,the shaggy man,
1049,the shaggy man,
1049,the shaggy man,
1050,The Scoodler on guard,
1050,The Scoodler on guard,
1050,The Scoodler on guard,
1051,Polly the Rainbow,
1051,who,
1051,Polly the Rainbow,
1051,who,
1051,she,
1051,Polly the Rainbow,
1051,who,
1051,she,
1051,she,
1051,she,
1051,the chill of the cave,
1052,the shaggy man,
1052,she,
1052,she,
1053,the shaggy man,
1053,the shaggy man,
1054,she,
1054,she,
1054,she,
1054,she,
1055,The angry Scoodler,
1055,The angry Scoodler,
1055,the shaggy man,
1055,the shaggy man,
1055,the shaggy man,
1055,the shaggy man,
1056,The body of the shaggy man,
1056,The body of the shaggy man,
1056,the shaggy man,
1056,the shaggy man,
1057,he,
1057,Dorothy the Lamb and Polly the Rainbow,
1058,he,
1058,he,
1058,he,
1059,Dorothy the Lamb,
1059,Dorothy the Lamb,
1059,Dorothy the Lamb,
1060,he,
1060,he,
1061,Dorothy the Lamb and Polly the Rainbow,
1061,one of the Scoodlers,
1061,one of the Scoodlers,
1062,The creature,
1062,a shrill cry,
1062,all of The creature 's fellows,
1062,all of its fellows,
1063,Dorothy the Lamb and Polly the Rainbow,
1063,Dorothy the Lamb and Polly the Rainbow,
1063,the Scoodlers,
1063,the Scoodlers,
1064,One of the queer missiles,
1064,the shaggy man,
1064,the shaggy man,
1064,the boy,
1065,the shaggy man,
1065,the Scoodlers,
1065,the shaggy man,
1065,the shaggy man,
1066,The headless bodies of the foremost Scoodlers,
1066,the others,
1066,the others,
1067,The shaggy man,
1067,The shaggy man,
1068,all The shaggy man,
1068,The shaggy man,
1069,every Scoodler of the lot,
1069,the helpless bodies of the creatures,
1069,the,
1070,The shaggy man,
1070,The shaggy man,
1070,The shaggy man,
1072,The shaggy man,
1072,The shaggy man,
1072,The shaggy man,
1072,The shaggy man,
1072,The shaggy man,
1073,the Scoodlers,
1074,Button - Bright,
1074,Button - Bright,
1074,Button - Bright,
1075,Button - Bright,
1076,the shaggy man,
1076,the Scoodlers,
1077,little ones,
1077,little ones,
1077,little ones,
1077,little ones,
1077,they,
1078,Dorothy the Lamb,
1078,they,
1079,Button - Bright,
1079,Button - Bright,
1080,they,
1080,they 's steps,
1081,they,
1083,Our travelers,
1083,Our travelers,
1084,Our travelers,
1085,Some of the trees,
1085,Our travelers,
1086,Our travelers,
1086,Our travelers,
1086,Our travelers,
1087,Our travelers,
1088,"a large , white sign with black letters neatly painted upon a large , white sign with black letters neatly painted upon it and black letters neatly painted upon it",
1088,ALL PERSONS,
1088,the Deadly Sands,
1090,no one,
1090,Dorothy the Lamb,
1090,the shaggy man,
1090,Dorothy the Lamb,
1090,no one,
1090,no one,
1090,who,
1091,we,
1091,we,
1092,we,
1092,we,
1092,Button - Bright,
1093,I,
1093,I,
1094,I,
1094,I,
1094,I,
1094,you all,
1094,you all,
1095,I,
1095,father,
1095,Button - Bright,
1096,Dorothy the Lamb,
1098,This,
1098,This,
1098,they all,
1099,I,
1099,I,
1099,I,
1099,I,
1099,the little dog,
1099,the little dog,
1100,the little dog,
1101,Button - Bright,
1101,Button - Bright,
1101,Button - Bright,
1101,the others,
1102,the shaggy man,
1102,we,
1102,we,
1103,the leaves of the trees,
1103,the leaves of the trees,
1103,the shaggy man,
1103,the others,
1104,the shaggy man,
1105,the shaggy man,
1105,the shaggy man,
1105,the shaggy man,
1105,the shaggy man,
1106,they,
1106,Dorothy the Lamb,
1106,Polly the Rainbow,
1107,Polly the Rainbow,
1107,Polly the Rainbow,
1108,Polly the Rainbow,
1108,Dorothy the Lamb,
1109,we,
1109,we who live on Polly the Rainbow among the fleecy clouds,
1109,Polly the Rainbow,
1110,the Lamb,
1110,Dorothy the Lamb,
1111,I,
1111,you,
1112,a cyclone,
1112,some Silver Shoes,
1113,Royal Ozma,
1113,the Roquat of the Rocks 's Magic Belt,
1114,You,
1114,magic,
1114,we,
1114,a cyclone,
1115,I,
1115,I,
1116,I,
1116,I,
1116,you,
1116,I.,
1116,Button - Bright,
1116,the shaggy man,
1116,the Love Magnet,
1117,the shaggy man,
1118,the shaggy man,
1118,the shaggy man,
1118,a powerful friend,
1118,the shaggy man,
1118,the Love Magnet,
1118,a powerful friend,
1118,I,
1118,a powerful friend who loves me because I own the Love Magnet,
1119,a powerful friend,
1119,I,
1119,I.,
1120,Johnny Dooit,
1120,the shaggy man,
1121,she,
1122,the shaggy man,
1123,the shaggy man,
1123,the shaggy man,
1123,the shaggy man,
1124,the shaggy man,
1125,a cheery little voice,
1125,you,
1125,you,
1126,you,
1126,I,
1127,I,
1127,I,
1127,the leather apron,
1127,the leather apron,
1129,the leather apron,
1129,Dorothy the Lamb,
1129,I,
1129,I,
1130,the shaggy man,
1132,Johnny Dooit,
1132,Johnny Dooit,
1134,Johnny Dooit,
1135,I,
1135,I,
1136,you,
1136,you,
1136,you,
1136,Dorothy the Lamb the Lamb,
1136,friends,
1136,friends,
1137,you,
1137,their,
1137,this desert,
1137,flesh,
1137,all living flesh,
1137,which,
1137,flesh,
1137,all living flesh,
1137,you,
1137,I,
1138,I,
1138,I,
1138,this desert,
1138,flesh,
1138,all living flesh,
1138,dustthis desert,
1138,flesh,
1138,all living flesh,
1139,their,
1139,I,
1140,the shaggy man,
1141,a sand - boat,
1142,The wind,
1142,the sand,
1142,the sand,
1143,Dorothy the Lamb,
1143,Dorothy the Lamb,
1144,the Magic Carpet,
1145,We,
1146,the shaggy man,
1146,the shaggy man,
1147,I,
1148,I,
1148,I,
1148,I,
1149,I,
1149,I,
1149,Dorothy the Lamb,
1150,at the work Johnny Dooit was able to accomplish,
1150,Johnny Dooit,
1151,Johnny Dooit,
1151,Johnny Dooit,
1151,Johnny Dooit,
1151,these,
1152,Johnny Dooit,
1152,Johnny Dooit,
1152,Dorothy the Lamb,
1152,Dorothy the Lamb,
1153,Dorothy the Lamb,
1153,you,
1154,he,
1154,he,
1155,Johnny Dooit,
1155,Whatever Johnny Dooit was singing Johnny Dooit,
1155,they all,
1156,Johnny Dooit,
1156,Johnny Dooit,
1157,Johnny Dooit,
1157,Johnny Dooit,
1158,Johnny Dooit,
1159,Johnny Dooit,
1159,"a long , slender pole",
1159,"a long , slender pole",
1159,"a long , slender pole",
1159,which,
1159,which,
1159,"the center of a boat , about twelve feet long and four feet wide",
1160,he,
1160,he,
1160,he,
1161,Dorothy the Lamb,
1161,Dorothy the Lamb,
1161,both Button - Bright and Polly the Rainbow,
1162,a sail,
1162,he,
1162,he,
1162,painted,
1163,he,
1163,he,
1163,paint,
1164,We,
1164,the shaggy man,
1164,a sail,
1165,It,
1165,Johnny Dooit,
1166,you,
1167,you,
1168,you,
1168,you,
1170,you,
1170,a ship,
1170,you,
1171,he,
1171,the noise,
1172,them all,
1174,Dorothy the Lamb,
1174,Dorothy the Lamb,
1174,Dorothy the Lamb,
1175,he,
1175,he,
1175,the shaggy man,
1175,he,
1176,I,
1177,They,
1177,They,
1177,two sharp runners,
1180,I,
1180,I,
1181,you,
1181,you,
1182,Dorothy the Lamb,
1183,Polly the Rainbow,
1184,The shaggy man,
1185,The shaggy man,
1186,The wind,
1188,The shaggy man,
1188,they,
1188,every one,
1188,every one,
1189,The shaggy man,
1189,The shaggy man,
1190,the Lamb,
1191,Polly the Rainbow,
1191,Polly the Rainbow,
1191,"Polly the Rainbow , who was clinging to the bow and looking straight ahead",
1191,"Polly the Rainbow , who was clinging to the bow and looking straight ahead",
1192,Polly the Rainbow,
1192,Polly the Rainbow,
1192,"Polly the Rainbow , who was clinging to the bow and looking straight ahead",
1192,Polly the Rainbow,
1192,Polly the Rainbow,
1192,"Polly the Rainbow , who was clinging to the bow and looking straight ahead",
1194,Polly the Rainbow,
1194,Polly the Rainbow,
1194,"Polly the Rainbow , who was clinging to the bow and looking straight ahead",
1196,He,
1196,He,
1196,He,
1196,the wind,
1197,He,
1197,nothing,
1198,they,
1198,they,
1199,"Dorothy the Lamb , Button - Bright , Toto and Polly the",
1199,"Dorothy the Lamb , Button - Bright , Toto and Polly the",
1199,"Dorothy the Lamb , Button - Bright , Toto and Polly the Rainbow",
1200,He,
1200,Toto,
1200,Toto,
1200,He,
1200,Toto,
1200,He,
1201,The shaggy man,
1201,the little dog,
1201,the little dog,
1201,The shaggy man,
1201,The shaggy man,
1201,the,
1202,Dorothy the Lamb,
1203,Polly the Rainbow,
1203,Button - Bright 's,
1204,The shaggy man,
1204,The shaggy man,
1204,The shaggy man,
1206,The wind,
1206,The wind,
1207,he,
1207,he,
1208,Dorothy the Lamb,
1212,the shaggy man,
1212,the shaggy man,
1213,us,
1214,I,
1214,I,
1215,us,
1215,the shaggy man,
1216,people,
1216,people,
1217,us,
1219,tall leafy trees,
1219,yellow blossoms,
1221,the Lamb,
1221,the Lamb,
1221,you,
1221,yellow,
1222,I,
1222,I,
1223,Dorothy the Lamb,
1227,by the Tin Woodman,
1227,you,
1228,Button - Bright,
1229,I,
1230,the Tin Woodman,
1230,by the wonderful Wizard of Oz,
1231,HE,
1231,the boy,
1232,HE,
1232,HE,
1232,HE,
1232,the corners of the four countries,
1233,Button - Bright,
1233,by this explanation,
1234,the corners of the four countries,
1234,the shaggy man,
1235,she,
1235,we,
1235,we,
1236,she,
1236,we,
1236,we,
1236,a wicked witch,
1236,a wicked witch,
1237,she,
1237,a wicked witch,
1237,Polly the Rainbow,
1238,she,
1238,a wicked witch,
1238,a wicked witch,
1238,she,
1239,you,
1239,the Winkies,
1240,Button - Bright,
1243,the boy,
1244,Princess Royal Ozma,
1245,she,
1245,each country,
1246,you,
1247,they,
1247,Button - Bright,
1248,they,
1249,Polly the Rainbow,
1249,Polly the Rainbow,
1251,she,
1251,she,
1252,Dorothy the Lamb,
1252,Dorothy the Lamb,
1252,Dorothy the Lamb,
1252,by the desert wind,
1253,Button - Bright,
1253,Button - Bright,
1253,the sight of Button - Bright 's fox head,
1254,I,
1254,I,
1254,I,
1254,I,
1255,Polly the Rainbow and Dorothy the Lamb,
1255,Dorothy the Lamb,
1255,the shaggy man,
1256,the,
1256,the shaggy man,
1256,the shaggy man,
1256,the shaggy man,
1256,we,
1257,Dorothy the Lamb,
1257,Dorothy the Lamb,
1259,Dorothy the Lamb,
1259,THE TRUTH POND,
1260,Button - Bright,
1260,Button - Bright,
1261,Dorothy the Lamb,
1262,It,
1263,them,
1264,the shaggy man,
1265,I,
1265,I,
1265,I,
1265,Princess Royal Ozma,
1266,a splash,
1266,the pool,
1266,the pool,
1268,the shaggy man,
1268,the shaggy man,
1268,the shaggy man,
1269,them,
1269,the chubby round face and blue eyes and pretty curls,
1270,Polly the Rainbow,
1271,Their joyful exclamations,
1271,the little one,
1271,the little one,
1272,Dorothy the Lamb,
1274,Dorothy the Lamb,
1274,the little one,
1276,me,
1277,the girl,
1278,the shaggy man,
1279,the shaggy man,
1279,the shaggy man,
1279,the shaggy man,
1281,he,
1281,he,
1281,he,
1281,he,
1282,he,
1282,companions,
1282,faces,
1282,he,
1283,Dorothy the Lamb,
1285,us,
1286,I,
1286,I,
1286,I,
1288,I,
1288,I,
1288,some one,
1289,us,
1289,a fine road,
1290,Dorothy the Lamb,
1291,We,
1291,We,
1292,The sun,
1292,Button - Bright 's sailor suit and the shaggy man 's shaggy clothes,
1293,the shaggy man 's,
1293,the shaggy man 's,
1294,the shaggy man 's,
1295,You,
1295,Dorothy the Lamb,
1295,Dorothy the Lamb,
1296,Polly the Rainbow,
1296,Polly the Rainbow,
1297,You,
1298,Polly the Rainbow,
1299,Dorothy the Lamb,
1300,the Rainbow 's Daughter,
1300,a funny round man made of burnished copper,
1302,Dorothy the Lamb,
1302,Dorothy the Lamb,
1303,a funny round man made of burnished copper,
1303,a funny round man made of burnished copper,
1303,"a funny round man made of burnished copper , gleaming brightly in the sun",
1303,a funny round man made of burnished copper,
1303,the Lamb in a funny round man made of burnished copper,
1303,a funny round man,
1304,Dorothy the Lamb,
1304,a yellow,
1305,The others,
1305,the girl,
1307,the girl,
1308,the copper man,
1309,Dorothy the Lamb the Lamb,
1309,Dorothy the Lamb the Lamb,
1310,the yellow hen,
1310,the yellow hen,
1311,the girl,
1312,Toto,
1312,Toto,
1312,"Toto , who had been growling to Toto , who had been growling to himself in a cross way in a cross way",
1312,"Toto , who had been growling to Toto , who had been growling to himself in a cross way in a cross way",
1312,the yellow hen,
1312,the yellow hen,
1312,the yellow hen,
1312,such an angry screech,
1313,Toto,
1315,the girl,
1316,Toto,
1316,"Toto , who had been growling to himself in a cross way",
1317,she,
1317,Toto,
1317,Toto,
1317,Toto,
1318,she,
1318,she,
1318,Toto,
1319,Billina,
1319,Billina,
1320,she,
1320,Uncle Henry,
1321,she,
1321,she,
1321,she,
1321,Toto,
1321,Toto,
1322,Toto,
1322,Toto,
1323,Toto,
1323,Billina,
1324,Toto,
1324,Dorothy the Lamb,
1324,Dorothy the Lamb,
1324,Toto,
1325,Billina,
1325,Billina,
1325,Billina,
1326,Billina,
1328,Toto,
1328,Toto,
1328,Toto,
1329,Toto,
1329,Toto,
1330,I,
1330,I,
1330,you,
1330,you,
1330,you,
1332,companions,
1332,Mr. Tik - tok,
1332,Mr. Tik - tok,
1332,Mr. Tik - tok,
1332,Mr. Tik - tok,
1333,the shaggy man,
1335,Mr. Tik - tok,
1335,a clock,
1335,Mr. Tik - tok,
1335,like a clock,
1336,Mr. Tik - tok,
1336,Button - Bright,
1336,Button - Bright,
1336,Mr. Tik - tok,
1337,his machinery,
1338,She,
1340,the copper man,
1340,the copper man,
1340,the copper man,
1342,I,
1342,his speech,
1342,I,
1342,I,
1342,I,
1343,I,
1343,his,
1344,his,
1346,Dorothy the Lamb,
1346,Dorothy the Lamb,
1346,they all,
1347,I,
1347,I,
1347,I,
1347,one bright eye,
1348,Dorothy the Lamb,
1349,I,
1349,you,
1351,you,
1351,Billina,
1351,you,
1352,I,
1353,I,
1355,I.,
1356,you,
1357,you,
1358,you,
1358,them all,
1359,I,
1359,I,
1360,the first of all,
1361,I,
1361,I,
1361,Oz,
1361,I,
1361,her,
1362,Dorothy the Lamb,
1362,I,
1362,I,
1362,no one,
1362,no one,
1362,they,
1362,they,
1363,"Button - Bright , who was half scared",
1364,Polly the Rainbow,
1365,Billina,
1365,Billina,
1366,he,
1366,he,
1367,I,
1367,you,
1367,you,
1367,you,
1368,you,
1368,you 's speech,
1369,Oz - ma,
1371,I,
1371,I,
1372,Tik - tok,
1372,we,
1375,I,
1375,I,
1377,Billina,
1377,dear Emperor of the Winkies the Winkies,
1378,dear Emperor of the Winkies,
1379,I,
1379,us,
1379,us,
1380,They,
1380,the Rainbow,
1381,Button - Bright,
1382,Button - Bright,
1382,the copper man,
1382,the copper man,
1382,the copper man,
1383,Button - Bright,
1383,Dorothy the Lamb,
1383,Button - Bright,
1384,This,
1384,This pleased Button - Bright,
1384,the copper man,
1384,Dorothy the Lamb,
1385,Polly the Rainbow,
1385,Toto,
1385,Toto,
1386,The shaggy man,
1386,The shaggy man,
1386,The shaggy man,
1386,The shaggy man,
1386,The shaggy man,
1386,they,
1389,Dorothy the Lamb,
1390,Dorothy the Lamb,
1391,the Emp'ror,
1391,the,
1391,Billina,
1392,All those towers and steeples and domes and gables,
1392,the Lamb,
1393,Button - Bright,
1394,Dorothy the Lamb,
1396,statues of tin,
1397,Dorothy the Lamb,
1397,the avenue,
1398,a tin statue of herself,
1400,she,
1401,she,
1402,They,
1402,the Emperor of the Winkies the Emperor of the Winkies himself,
1402,the Emperor of the Winkies the Emperor of the Winkies himself,
1402,the Emperor of the Winkies the Emperor of the Winkies himself,
1403,the Emperor of the Winkies himself,
1403,the Rainbow 's Daughter the Emperor of the Winkies himself,
1403,the Emperor of the Winkies himself 's tin eyes,
1404,He,
1404,He,
1406,"Emperor of the Winkies , the Emperor of the Winkies , who was also known throughout the Land of Oz as the Emperor of the Winkies",
1407,"Emperor of the Winkies , the Emperor of the Winkies , who was also known throughout the Land of Oz as the Emperor of the Winkies",
1407,"Emperor of the Winkies , the Emperor of the Winkies , who was also known throughout the Land of Oz as the Emperor of the Winkies",
1407,"Emperor of the Winkies , the Emperor of the Winkies , who was also known throughout the Land of Oz as the Emperor of the Winkies",
1407,the Emperor of the Winkies,
1407,who,
1409,The wonderful Wizard of Oz,
1410,Every one,
1410,him,
1411,The Emperor,
1413,The Emperor,
1413,The Emperor,
1414,little Dorothy the Lamb,
1415,the shaggy man,
1416,the Emperor of the Winkies,
1418,the shaggy man,
1418,the shaggy man,
1419,we,
1419,we,
1419,the Emperor of the Winkies,
1421,the Land of Oz,
1421,one,
1421,the others all,
1421,the others all,
1421,no one in the Land of Oz,
1421,no one in the Land of Oz,
1421,he,
1422,the shaggy man,
1422,the shaggy man,
1423,the shaggy man,
1423,a man in Butterfield,
1423,the shaggy man,
1425,I,
1425,I,
1426,The Emperor of the Winkies,
1427,The Emperor of the Winkies,
1427,The Emperor of the Winkies,
1428,The Emperor of the Winkies,
1428,I,
1428,I,
1430,I,
1430,I,
1430,I,
1431,the Emperor,
1431,you,
1431,you,
1432,the Emperor,
1432,the Emperor,
1433,I,
1433,I,
1434,the Emperor,
1434,the Emperor,
1435,They,
1435,They,
1436,the girl,
1436,all animals,
1436,the girl,
1437,even Toto,
1437,even Toto,
1438,They,
1439,Button - Bright,
1439,the Emperor,
1439,the Emperor,
1439,They,
1440,What,
1440,the tin orchestra,
1440,the company,
1441,The players,
1442,The players,
1442,"by Mr. H. M. Professor H.M. Wogglebug , T.E.",
1442,Polly the Rainbow,
1442,Polly the Rainbow,
1443,Polly the Rainbow,
1443,Polly the Rainbow,
1443,"by Mr. H. M. Professor H.M. Wogglebug , T.E.",
1443,the others,
1443,Polly the Rainbow 's fleecy draperies of rainbow hues,
1443,the Emperor of the Winkies,
1443,the noise of his tin hands,
1444,Polly the Rainbow,
1445,the Rainbow 's Daughter,
1445,I to Dorothy the Lamb,
1446,I,
1446,I,
1447,They,
1447,They,
1447,the next morning,
1447,They,
1448,I the Winkies,
1449,I,
1449,"I 's axe , which I always carried with I",
1450,The Winkies,
1450,The Winkies,
1450,their Emperor,
1450,The Winkies,
1451,Dorothy the Lamb,
1451,their Emperor,
1451,they,
1452,you,
1454,You,
1454,their Emperor,
1454,you,
1455,Tik - tok,
1455,Tik - tok,
1456,a machine,
1456,a machine,
1456,a flesh - and - blood person,
1457,the travelers,
1458,the travelers,
1458,the travelers,
1458,three little mounds,
1458,three little mounds,
1459,three little mounds,
1459,Dorothy the Lamb,
1460,the Emperor of the Winkies,
1461,I,
1461,I,
1462,by the good citizens,
1462,by the good citizens,
1462,the Emperor of the Winkies,
1463,I,
1463,I,
1464,The first one,
1464,the Mortal Part,
1464,the Mortal Part,
1464,Jack Pumpkinhead,
1465,She,
1465,the Mortal Part of JACK PUMPKINHEAD,
1466,the Mortal Part of JACK PUMPKINHEAD,
1467,She,
1468,She,
1468,She,
1469,She,
1469,the Emperor of the Winkies,
1470,his,
1471,They,
1471,"a monstrous big , hollow pumpkin",
1472,six steps,
1473,They,
1473,They,
1474,"a man clothed in a spotted shirt , a red vest , and",
1475,a boy,
1475,a boy,
1476,his,
1476,his,
1476,his,
1477,his,
1477,his,
1477,Dorothy the Lamb,
1478,his,
1478,his,
1479,Button - Bright,
1480,I,
1480,I,
1480,I,
1482,you,
1482,you,
1482,Royal Ozma,
1482,Royal Ozma,
1482,Royal Ozma,
1483,you,
1484,Royal Ozma,
1484,you,
1485,we,
1485,I,
1486,I,
1486,I,
1486,I,
1486,you,
1487,I,
1487,I,
1488,Dorothy the Lamb,
