sentence_index,agent,,,,,
1311,Betsy Bobbin,,,,,
1312,Betsy Bobbin,,,,,
1313,Betsy Bobbin,,,,,
1313,the Queen,,,,,
1314,we,,,,,
1316,the first mortal,,,,,
1316,the Queen,,,,,
1319,Betsy Bobbin,,,,,
1319,Betsy Bobbin,,,,,
1319,We,,,,,
1319,the Queen,,,,,
1320,the Queen,,,,,
1320,the Queen,,,,,
1320,the Queen,,,,,
1320,mortals,,,,,
1321,Daylight,,,,,
1321,Sunlight,,,,,
1322,with Daylight 's long watch,,,,,
1322,Daylight,,,,,
1323,my sweet Moonlight,,,,,
1323,Starlight,,,,,
1323,the skies,,,,,
1324,us,,,,,
1324,the walls of houses,,,,,
1325,other lights,,,,,
1325,us 's glorious Electra,,,,,
1326,I,,,,,
1326,I,,,,,
1327,I,,,,,
1330,I,,,,,
1331,the girl,,,,,
1332,Electra,,,,,
1332,the girl,,,,,
1333,Electra,,,,,
1333,Electra,,,,,
1334,Electra,,,,,
1340,The second bell,,,,,
1341,All,,,,,
1342,All 's voices,,,,,
1342,All,,,,,
1343,the Ruler,,,,,
1344,the Ruler,,,,,
1344,the Ruler,,,,,
1345,one of ours 's people,,,,,
1346,these strangers,,,,,
1346,"by a cruel King on the other side of the world , named Roquat of the Rocks",,,,,
1348,"a cruel King on the other side of the world , named Roquat of the Rocks 's magic powers",,,,,
1348,His magic powers,,,,,
1349,"a cruel King on the other side of the world , named Roquat of the Rocks",,,,,
1349,this little band of honest people,,,,,
1349,this little band of honest people,,,,,
1350,both mortals and immortals,,,,,
1350,"a cruel King on the other side of the world , named Roquat of the Rocks",,,,,
1351,by me,,,,,
1351,this same Roquat of the Rocks,,,,,
1352,me,,,,,
1352,"this King 's servant , a nome named Kaliko",,,,,
1352,"this King 's servant , a nome named Kaliko 's",,,,,
1352,"this King 's servant , a nome named Kaliko 's",,,,,
1353,the Rocks,,,,,
1355,this same Roquat of the Rocks the Rocks,,,,,
1355,me,,,,,
1356,He,,,,,
1356,He,,,,,
1356,He,,,,,
1357,He,,,,,
1357,who,,,,,
1357,an Instrument of Vengeance,,,,,
1357,an Instrument of Vengeance,,,,,
1357,an Instrument of,,,,,
1358,no one,,,,,
1358,all,,,,,
1359,He,,,,,
1359,He,,,,,
1360,no one of us who is blameless,,,,,
1361,I,,,,,
1361,I,,,,,
1361,no King or Queen,,,,,
1362,any among their followers or servants,,,,,
1363,I,,,,,
1364,you,,,,,
1364,a young dragon,,,,,
1365,he,,,,,
1365,with age,,,,,
1366,by We 's laws,,,,,
1366,he,,,,,
1367,I,,,,,
1367,he,,,,,
1367,he,,,,,
1367,I,,,,,
1368,All,,,,,
1368,the Kings and Queens,,,,,
1368,the Kings and Queens,,,,,
1370,I,,,,,
1370,I,,,,,
1370,you,,,,,
1370,you,,,,,
1370,these strangers,,,,,
1371,The King of the Tube,,,,,
1371,The King of the Tube,,,,,
1371,"The King of the Tube , who had first discovered these strangers and brought these strangers to the Private Citizen",,,,,
1372,The King of the Tube,,,,,
1372,The King of the Tube,,,,,
1372,"The King of the Tube , who had first discovered our friends and brought them to the Private Citizen",,,,,
1373,Betsy Bobbin,,,,,
1373,Betsy Bobbin,,,,,
1373,I,,,,,
1373,I,,,,,
1374,the only ones,,,,,
1374,who,,,,,
1375,One thing,,,,,
1376,Ann Soforth,,,,,
1376,Ann,,,,,
1376,Ann Soforth,,,,,
1376,Ann Soforth,,,,,
1377,Ann Soforth,,,,,
1377,Shaggy Man,,,,,
1378,Ann Soforth,,,,,
1378,Shaggy Man,,,,,
1379,Ann Soforth,,,,,
1379,Shaggy Man,,,,,
1380,This end of the Tube,,,,,
1383,by Hiergargo the Magician,,,,,
1383,by Hiergargo the Magician,,,,,
1384,I,,,,,
1384,I,,,,,
1384,I,,,,,
1384,by Hiergargo the Magician,,,,,
1384,by Hiergargo the Magician,,,,,
1384,Hiergargo the Magician,,,,,
1384,I,,,,,
1384,Hiergargo the Magician,,,,,
1384,Hiergargo the Magician,,,,,
1385,"Shaggy Man , who was impatient to start",,,,,
1386,Tubekins,,,,,
1387,Tubekins,,,,,
1387,Tubekins,,,,,
1388,"Ann Soforth , who had never seen a live dragon and was a little fearful of meeting one",,,,,
1388,Ann Soforth,,,,,
1388,who,,,,,
1389,Tubekins,,,,,
1390,You,,,,,
1390,You,,,,,
1391,Jo Files,,,,,
1393,him,,,,,
1393,I,,,,,
1393,I,,,,,
1394,"a huge dragon , who approached You",,,,,
1394,"a huge dragon , who approached the party",,,,,
1394,a huge dragon,,,,,
1395,Quox,,,,,
1395,he,,,,,
1395,Quox,,,,,
1396,Betsy Bobbin,,,,,
1396,Betsy Bobbin,,,,,
1396,the girl,,,,,
1397,the girl,,,,,
1397,silver scales,,,,,
1398,the girl,,,,,
1398,the girl,,,,,
1400,you,,,,,
1400,to wink,,,,,
1400,Quox,,,,,
1400,his teeth,,,,,
1400,Quox,,,,,
1401,those who stood near Quox,,,,,
1401,Quox,,,,,
1403,Quox,,,,,
1405,Tubekins,,,,,
1405,Tubekins,,,,,
1405,Tititi - Hoochoo,,,,,
1406,Betsy Bobbin,,,,,
1407,I,,,,,
1407,Quox,,,,,
1407,Quox,,,,,
1407,Quox,,,,,
1408,Quox,,,,,
1409,you,,,,,
1410,he,,,,,
1410,me,,,,,
1411,me,,,,,
1411,me,,,,,
1411,you people,,,,,
1414,All,,,,,
1415,Hank,,,,,
1417,The officers,,,,,
1418,the dragon 's,,,,,
1418,only the dragon 's,,,,,
1419,Quox,,,,,
1419,Quox,,,,,
1419,Quox,,,,,
1420,no one,,,,,
1420,no one,,,,,
1420,the dragon,,,,,
1421,they,,,,,
1421,the dragon,,,,,
1421,the dragon,,,,,
1421,laugh,,,,,
1423,the dragon,,,,,
1423,the dragon,,,,,
1424,Shaggy Man,,,,,
1427,Betsy Bobbin,,,,,
1431,I,,,,,
1432,Mother,,,,,
1432,I,,,,,
1433,Betsy Bobbin,,,,,
1434,Betsy Bobbin,,,,,
1434,anything,,,,,
1435,My,,,,,
1435,I,,,,,
1435,I,,,,,
1435,My,,,,,
1436,I,,,,,
1436,I,,,,,
1436,"My respected Ancestor , whom I would call a stupid old humbug if I had not reformed",,,,,
1436,"My respected Ancestor , whom I would call a stupid old humbug if I had not reformed",,,,,
1437,I,,,,,
1437,I,,,,,
1438,I,,,,,
1438,I,,,,,
1438,My,,,,,
1438,I,,,,,
1438,I,,,,,
1439,you people,,,,,
1440,we,,,,,
1440,Betsy Bobbin,,,,,
1442,The dragon 's big eyes,,,,,
1443,The dragon 's,,,,,
1443,the electric light on of his tail,,,,,
1443,we,,,,,
1445,no scenery,,,,,
1446,the Great Jinjin,,,,,
1446,falling,,,,,
1446,They,,,,,
1447,They,,,,,
1448,one,,,,,
1449,The dragon,,,,,
1449,this constant sliding over the surface of the Tube,,,,,
1449,this constant sliding over the surface of the Tube,,,,,
1450,You,,,,,
1450,I,,,,,
1452,I,,,,,
1452,Betsy Bobbin,,,,,
1453,you,,,,,
1453,I,,,,,
1454,I,,,,,
1454,I,,,,,
1454,I,,,,,
1455,I,,,,,
1455,I and I 's invincible Army,,,,,
1456,the dragon,,,,,
1457,you,,,,,
1458,the dragon,,,,,
1458,the dragon,,,,,
1459,the dragon,,,,,
1459,the dragon,,,,,
1460,Betsy Bobbin,,,,,
1460,Hank,,,,,
1461,some of the officers,,,,,
1462,the dragon,,,,,
1462,the dragon,,,,,
1463,Shaggy Man,,,,,
1464,the dragon,,,,,
1466,What,,,,,
1467,Betsy Bobbin,,,,,
1468,I,,,,,
1469,I,,,,,
1471,it,,,,,
1471,it,,,,,
1471,I,,,,,
1471,I,,,,,
1473,Tik - Tok,,,,,
1474,You,,,,,
1475,You,,,,,
1475,You,,,,,
1475,You,,,,,
1477,I,,,,,
1477,I.,,,,,
1477,you,,,,,
1478,I,,,,,
1479,"Shaggy Man , who did not like this attack upon Shaggy Man , who did not like this attack upon his friend 's",,,,,
1479,Shaggy Man,,,,,
1479,Shaggy Man,,,,,
1479,Shaggy Man,,,,,
1479,Shaggy Man,,,,,
1480,you,,,,,
1483,you 's great - great - great - grandfather,,,,,
1483,My great - great - great - grandfather,,,,,
1484,you,,,,,
1484,My great - great - great - grandfather,,,,,
1486,the Metal Monarch,,,,,
1487,Roquat of the Rocks,,,,,
1488,Tik - Tok,,,,,
1488,Tik - Tok,,,,,
1488,Tik - Tok,,,,,
1488,Tik - Tok,,,,,
1489,Pennies,,,,,
1489,Betsy Bobbin,,,,,
1490,the Queen,,,,,
1491,all but the officers -- and my believe Tik - Tok,,,,,
1492,you,,,,,
1493,my might,,,,,
1494,my,,,,,
1494,dragon,,,,,
1495,"the big fire - breathing dragon , another sheet of flame gushing from the big fire - breathing dragon 's mouth and nostrils",,,,,
1495,dragon,,,,,
1495,dragon,,,,,
1496,Anyone,,,,,
1497,the raft,,,,,
1498,she,,,,,
1498,the mule,,,,,
1500,she,,,,,
1500,she,,,,,
1500,she,,,,,
1500,she,,,,,
1500,we,,,,,
1501,Hank,,,,,
1501,Hank,,,,,
1504,Betsy Bobbin,,,,,
1505,us,,,,,
1505,us,,,,,
1507,they,,,,,
1507,they,,,,,
1508,Hank,,,,,
1508,Hank,,,,,
1508,Hank,,,,,
1508,Hank,,,,,
1509,his companion,,,,,
1509,at the wonderful sight his companion saw,,,,,
1509,his companion,,,,,
1512,Betsy Bobbin and Hank,,,,,
1512,the mule,,,,,
1513,the Roses,,,,,
1515,Betsy Bobbin,,,,,
1516,the Roses,,,,,
1516,chorus,,,,,
1516,one of the Roses,,,,,
1517,Betsy Bobbin,,,,,
1517,the mule,,,,,
1517,the mule,,,,,
1518,the Roses,,,,,
1518,some one,,,,,
1519,A dainty Moss Rose,,,,,
1521,Betsy Bobbin,,,,,
1521,Betsy Bobbin,,,,,
1521,somewhat indignant,,,,,
1522,you,,,,,
1522,Hank 's voice,,,,,
1522,you,,,,,
1523,The Roses,,,,,
1523,one of The Roses,,,,,
1524,Betsy Bobbin,,,,,
1524,Betsy Bobbin,,,,,
1524,Betsy Bobbin,,,,,
1526,Hank,,,,,
1527,the Roses,,,,,
1530,Hank,,,,,
1531,Betsy Bobbin,,,,,
1532,we,,,,,
1534,the Roses,,,,,
1535,the storm,,,,,
1535,Betsy Bobbin,,,,,
1536,Hank and I,,,,,
1537,the Moss,,,,,
1538,I,,,,,
1538,I,,,,,
1538,I,,,,,
1539,a delicate Tea Rose,,,,,
1539,a delicate Tea Rose,,,,,
1539,I,,,,,
1539,the Royal Gardener,,,,,
1539,the Royal Gardener,,,,,
1541,Betsy Bobbin,,,,,
1545,"Betsy Bobbin , much relieved",,,,,
1545,Betsy Bobbin,,,,,
1545,fork,,,,,
1550,He,,,,,
1550,to find strangers in He is greenhouse,,,,,
1550,He,,,,,
1550,Hank,,,,,
1550,He,,,,,
1550,He,,,,,
1551,Betsy Bobbin,,,,,
1551,Betsy Bobbin,,,,,
1552,The little mule,,,,,
1552,The little mule,,,,,
1553,Betsy Bobbin,,,,,
1553,the Royal Gardener,,,,,
1553,the Royal Gardener,,,,,
1554,You,,,,,
1555,the Royal Gardener,,,,,
1555,the Royal Gardener,,,,,
1555,the Royal Gardener,,,,,
1556,Betsy Bobbin,,,,,
1559,she,,,,,
1560,the Royal Gardener,,,,,
1560,the Royal Gardener,,,,,
1561,Shaggy,,,,,
1561,man,,,,,
1561,Betsy Bobbin,,,,,
1562,the stranger,,,,,
1562,the girl,,,,,
1563,the stranger,,,,,
1563,the stranger,,,,,
1563,by the accident,,,,,
1563,by the accident,,,,,
1563,the stranger,,,,,
1563,the stranger,,,,,
1563,the stranger,,,,,
1565,Betsy Bobbin,,,,,
1567,I,,,,,
1567,I,,,,,
1570,I,,,,,
1571,I,,,,,
1571,I,,,,,
1571,I.,,,,,
1572,I,,,,,
1573,he,,,,,
1573,he,,,,,
1573,Hank,,,,,
1574,by the crash of glass and the fall of he into the bower of Roses,,,,,
1574,The Royal Gardener,,,,,
1574,The Royal Gardener,,,,,
1574,he,,,,,
1575,he,,,,,
1576,he,,,,,
1577,he,,,,,
1578,Breaking the glass,,,,,
1578,the Royal Gardener,,,,,
1579,to intrude in any part of this country,,,,,
1580,the Royal Gardener,,,,,
1580,he,,,,,
1581,the Royal Gardener,,,,,
1581,the Royal Gardener,,,,,
1583,any stranger,,,,,
1583,by the Ruler,,,,,
1584,you,,,,,
1584,the Royal Gardener,,,,,
1585,Hank,,,,,
1586,He,,,,,
1586,He,,,,,
1587,He,,,,,
1587,Betsy Bobbin,,,,,
1587,Betsy Bobbin,,,,,
1588,the mule 's 's attack,,,,,
1589,the girl,,,,,
1589,the girl,,,,,
1589,us,,,,,
1590,They,,,,,
1591,my,,,,,
1591,my,,,,,
1592,my,,,,,
1593,Betsy Bobbin,,,,,
1594,a charming little enchantment,,,,,
1594,everyone,,,,,
1595,I,,,,,
1595,I,,,,,
1596,Betsy Bobbin,,,,,
1596,Betsy Bobbin,,,,,
1598,Betsy Bobbin,,,,,
1599,I,,,,,
1601,mine,,,,,
1603,Betsy Bobbin,,,,,
1604,mine,,,,,
1605,Shaggy Man,,,,,
1605,Shaggy Man,,,,,
1606,Shaggy Man,,,,,
1606,Shaggy Man,,,,,
1607,Betsy Bobbin,,,,,
1607,Betsy Bobbin,,,,,
1608,Shaggy Man,,,,,
1608,Shaggy Man,,,,,
1608,Shaggy Man,,,,,
1609,I,,,,,
1609,I,,,,,
1610,I,,,,,
1610,I,,,,,
1611,the girl,,,,,
1612,I,,,,,
1612,I,,,,,
1613,Brother,,,,,
1614,he,,,,,
1615,They,,,,,
1618,you,,,,,
1619,she,,,,,
1620,Shaggy Man,,,,,
1620,Shaggy Man,,,,,
1620,Shaggy Man,,,,,
1620,Shaggy Man,,,,,
1621,The Roquat of the Rocks,,,,,
1628,me,,,,,
1629,anyone,,,,,
1629,this Roquat of the Rocks,,,,,
1629,this Roquat of the Rocks,,,,,
1631,you,,,,,
1632,my,,,,,
1633,you,,,,,
1634,the girl,,,,,
1635,my,,,,,
1636,my,,,,,
1636,my,,,,,
1636,my,,,,,
1638,Betsy Bobbin,,,,,
1638,my,,,,,
1638,the terrible Metal Monarch,,,,,
1639,Shaggy Man,,,,,
1640,You,,,,,
1642,You,,,,,
1643,the fierce Metal Monarch,,,,,
1643,the fierce Metal Monarch,,,,,
1643,the fierce Metal Monarch,,,,,
1643,Shaggy Man,,,,,
1644,Betsy Bobbin,,,,,
1645,the man,,,,,
1646,the man,,,,,
1648,Betsy Bobbin,,,,,
1648,the man,,,,,
1648,the man,,,,,
1649,Betsy Bobbin,,,,,
1649,Betsy Bobbin,,,,,
1649,Betsy Bobbin,,,,,
1650,Hank,,,,,
1650,Hank,,,,,
1650,Hank,,,,,
1651,"by the Royal Gardener , who stuck the Royal Gardener , who stuck his head into the greenhouse 's head into the greenhouse and shouted angrily : "" You are all condemned to death",,,,,
1651,the Royal Gardener,,,,,
1651,the Royal Gardener,,,,,
1651,the Royal Gardener,,,,,
1653,This,,,,,
1653,the Shaggy Man,,,,,
1653,who,,,,,
1653,the Royal Gardener,,,,,
1653,the Royal Gardener,,,,,
1653,the Royal Gardener,,,,,
1653,who,,,,,
1658,"you lovely , lovely man",,,,,
1659,You,,,,,
1660,the Royal Gardener,,,,,
1660,the Royal Gardener,,,,,
1660,the Royal Gardener,,,,,
1661,to tell you this bad news,,,,,
1661,the Law,,,,,
1661,by the Ruler,,,,,
1662,No Ruler,,,,,
1662,Betsy Bobbin,,,,,
1663,Shaggy Man,,,,,
1664,We,,,,,
1665,the Royal Gardener,,,,,
1665,we,,,,,
1666,You,,,,,
1666,we,,,,,
1667,we,,,,,
1667,we,,,,,
1668,the Royal Gardener,,,,,
1668,Betsy Bobbin,,,,,
1670,I,,,,,
1671,I,,,,,
1671,I,,,,,
1672,I,,,,,
1672,I,,,,,
1674,I,,,,,
1674,I,,,,,
1675,I.,,,,,
1675,I,,,,,
1676,Royal Gardener,,,,,
1676,Royal Gardener,,,,,
1677,I,,,,,
1677,Royal Gardener,,,,,
1678,He,,,,,
1678,He,,,,,
1679,"Shaggy Man , Betsy Bobbin and Hank",,,,,
1680,several enormous rosebushes,,,,,
1681,several enormous rosebushes,,,,,
1682,"the members of the Royal Family of the Rose Kingdom -- men , women and children in all stages of maturity",,,,,
1683,They 's wide open eyes,,,,,
1684,Betsy Bobbin,,,,,
1684,Betsy Bobbin,,,,,
1685,"a Royal Chamberlain Princess , whose beauty was amazing",,,,,
1687,Betsy Bobbin,,,,,
1687,Betsy Bobbin,,,,,
1687,Betsy Bobbin,,,,,
1688,"the Royal Gardener , who had come to the girl 's side",,,,,
1688,we,,,,,
1689,Betsy Bobbin,,,,,
1689,Betsy Bobbin,,,,,
1690,You,,,,,
1690,"the Royal Gardener , who had come to the girl 's side",,,,,
1690,the subjects of Rose Kingdom,,,,,
1691,the subjects of Rose Kingdom,,,,,
1693,We,,,,,
1695,Shaggy Man,,,,,
1695,Shaggy Man,,,,,
1697,We,,,,,
1698,The Royal Gardener,,,,,
1698,Betsy Bobbin,,,,,
1698,us,,,,,
1699,her companion,,,,,
1700,her,,,,,
1700,us,,,,,
1700,her,,,,,
1700,her,,,,,
1700,her,,,,,
1701,us each,,,,,
1701,a little twist of her 's feet,,,,,
1702,her,,,,,
1702,her,,,,,
1702,her,,,,,
1703,the Royal Gardener and the Roses,,,,,
1704,one of the Roses,,,,,
1706,Audacious mortals,,,,,
1706,Betsy Bobbin,,,,,
1707,Audacious mortals,,,,,
1708,We,,,,,
1709,a Jacque,,,,,
1709,another,,,,,
1709,No girl,,,,,
1710,The newly - picked Princess,,,,,
1712,The newly - picked Princess,,,,,
1713,she,,,,,
1715,by mortals,,,,,
1715,the Moss Rose,,,,,
1715,your,,,,,
1715,she,,,,,
1717,the Tea,,,,,
1718,Shaggy Man,,,,,
1719,Shaggy Man,,,,,
1719,the Love Magnet,,,,,
1720,their,,,,,
1721,Princess,,,,,
1721,Princess,,,,,
1721,their,,,,,
1722,Shaggy Man,,,,,
1723,The Magnet,,,,,
1724,I,,,,,
1724,I,,,,,
1724,I,,,,,
1725,These Roses,,,,,
1726,the Royal Gardener,,,,,
1728,Their stems,,,,,
1729,The Princess,,,,,
1729,The Princess,,,,,
1730,The Princess,,,,,
1731,The Princess,,,,,
1734,the Roses,,,,,
1735,the Royal Gardener,,,,,
1736,You,,,,,
1736,"the Royal Gardener , You",,,,,
1736,the Royal Gardener,,,,,
1736,the Royal Gardener?You,,,,,
1736,the Royal Gardener?You,,,,,
1737,the Royal Gardener,,,,,
1738,I,,,,,
1739,I,,,,,
1739,no true man,,,,,
1740,thee,,,,,
1741,I,,,,,
1741,I,,,,,
1741,I,,,,,
1741,thee,,,,,
1742,Hank the mule,,,,,
1742,I,,,,,
1743,the Roses,,,,,
1744,Neither Betsy Bobbin nor Rose Princess nor Shaggy Man nor the mule,,,,,
1744,Neither Betsy Bobbin nor Rose Princess nor Shaggy Man nor the mule,,,,,
1744,the outcasts,,,,,
1744,the outcasts,,,,,
1746,Rose Princess,,,,,
1746,Hank 's,,,,,
1746,Shaggy Man,,,,,
1747,the Royal Gardener,,,,,
1748,he,,,,,
1748,he,,,,,
1748,the four queerly assorted comrades,,,,,
1749,he,,,,,
1749,he,,,,,
1749,he,,,,,
1749,he,,,,,
1749,he,,,,,
1750,he,,,,,
1750,he,,,,,
1750,he,,,,,
1751,Hank and I,,,,,
1751,he,,,,,
1751,I,,,,,
1752,I,,,,,
1752,I,,,,,
1753,you,,,,,
1754,you,,,,,
1754,the Shaggy Man,,,,,
1755,my,,,,,
1756,"my ,",,,,,
1756,the Shaggy Man,,,,,
1757,the Shaggy Man,,,,,
1758,I,,,,,
1758,I,,,,,
1759,the Metal Monarch,,,,,
1759,the Metal Monarch,,,,,
1759,the Metal Monarch,,,,,
1760,anyone,,,,,
1760,Betsy Bobbin,,,,,
1761,Some _ one,,,,,
1763,us,,,,,
1763,us,,,,,
1763,us,,,,,
1763,a person,,,,,
1763,a person,,,,,
1764,us,,,,,
1764,Betsy Bobbin,,,,,
1765,Who,,,,,
1766,No one,,,,,
1766,the person,,,,,
1766,the person who is writing this story,,,,,
1766,the person,,,,,
1767,us,,,,,
1767,us,,,,,
1769,us,,,,,
1769,us,,,,,
1769,a path,,,,,
1770,The Rain King,,,,,
1770,The Rain King,,,,,
1771,spilled,,,,,
1771,spilled,,,,,
1771,the Rainbow 's,,,,,
1772,few,,,,,
1773,you,,,,,
1773,we,,,,,
1773,Daughters,,,,,
1774,Daughters,,,,,
1774,"by the fairylike Polly the Rainbow , who is so dainty and beautiful that no girl has ever quite equalled the fairylike Polly the Rainbow , who is so dainty and beautiful that no girl has ever quite equalled her in loveliness in loveliness",,,,,
1774,no girl,,,,,
1774,no girl,,,,,
1775,no girl,,,,,
1775,"the fairylike Polly the Rainbow , who",,,,,
1775,the fairylike Polly the Rainbow,,,,,
1775,no girl,,,,,
1775,no girl,,,,,
1776,the dancing Daughters of the Rainbow,,,,,
1776,Daughters,,,,,
1776,the dancing Daughters of the Rainbow,,,,,
1776,Daughters,,,,,
1776,the dancing Daughters of the Rainbow,,,,,
1776,Daughters,,,,,
1776,the dancing Daughters of the Rainbow,,,,,
1780,she,,,,,
1780,she,,,,,
1782,she,,,,,
1783,my carelessness,,,,,
1784,my,,,,,
1784,my,,,,,
1785,my,,,,,
1786,my,,,,,
1786,my,,,,,
1786,my crouched low upon the flat rock,,,,,
1787,my,,,,,
1788,the girl,,,,,
1788,the girl,,,,,
1789,the radiant Daughter of the Rainbow,,,,,
1792,the radiant Daughter of the Rainbow,,,,,
1793,The others,,,,,
1794,the Princess,,,,,
1795,her -- her,,,,,
1795,her --,,,,,
1795,her --,,,,,
1795,bow!her,,,,,
1796,me,,,,,
1796,her,,,,,
1797,I,,,,,
1797,I,,,,,
1797,I,,,,,
1797,I,,,,,
1798,Shaggy Man,,,,,
1800,Shaggy Man,,,,,
1800,Shaggy Man,,,,,
1801,you,,,,,
1802,Polly the Rainbow,,,,,
1803,Polly the Rainbow,,,,,
1803,Polly the Rainbow,,,,,
1804,you,,,,,
1805,Polly the Rainbow,,,,,
1805,Polly the Rainbow,,,,,
1805,Polly the Rainbow,,,,,
1805,Polly the Rainbow,,,,,
1806,he,,,,,
1806,he,,,,,
1809,you,,,,,
1809,you,,,,,
1809,you,,,,,
1810,he,,,,,
1811,she,,,,,
1812,We,,,,,
1812,Betsy Bobbin,,,,,
1812,Betsy Bobbin,,,,,
1812,We,,,,,
1812,We,,,,,
1812,by the terrible Metal Monarch,,,,,
1813,she,,,,,
1814,she,,,,,
1814,smile,,,,,
1814,a bewitching smile,,,,,
1816,she,,,,,
1817,you,,,,,
1817,you,,,,,
1817,you,,,,,
1818,she,,,,,
1818,Betsy Bobbin,,,,,
1820,no Rainbow,,,,,
1821,I,,,,,
1822,you,,,,,
1822,the Metal Monarch,,,,,
1822,I.,,,,,
1822,I,,,,,
1822,you,,,,,
1823,No one,,,,,
1823,I,,,,,
1825,Betsy Bobbin,,,,,
1825,you,,,,,
1826,you,,,,,
1826,you,,,,,
1826,you,,,,,
1827,you,,,,,
1827,you,,,,,
1827,us,,,,,
1828,This promise,,,,,
1828,the Shaggy Man,,,,,
1828,all the wanderers,,,,,
1828,all the wanderers,,,,,
1829,you,,,,,
1830,Shaggy Man,,,,,
1830,Shaggy Man,,,,,
1830,the Rose Princess Princess,,,,,
1831,Betsy Bobbin and Hank,,,,,
1831,who,,,,,
1831,Hank,,,,,
1832,they,,,,,
1833,they,,,,,
1833,they,,,,,
1833,berries and fruits,,,,,
1834,"to see the Rose Princess Princess , who followed him partake of they 's food ,",,,,,
1834,"to see the Rose Princess Princess , who followed him partake of they 's food ,",,,,,
1834,who followed him a fairy,,,,,
1834,Betsy Bobbin,,,,,
1834,the Rose Princess Princess,,,,,
1834,Betsy Bobbin,,,,,
1834,the Rose Princess Princess,,,,,
1834,Betsy Bobbin,,,,,
1834,Polly the Rainbow,,,,,
1834,the Rose Princess Princess,,,,,
1834,the Rose Princess Princess,,,,,
1834,the,,,,,
1835,Polly the Rainbow,,,,,
1835,no one,,,,,
1835,Polly the Rainbow,,,,,
1836,they,,,,,
1836,journey,,,,,
1836,direction,,,,,
1837,Shaggy Man,,,,,
1837,the one direction,,,,,
1838,they,,,,,
1839,they,,,,,
1839,a faint trail,,,,,
1839,they,,,,,
1839,a faint trail,,,,,
1839,they,,,,,
1840,many paths,,,,,
1842,which way to proceed,,,,,
1842,the mule,,,,,
1842,the mule,,,,,
1843,Betsy Bobbin,,,,,
1844,Shaggy Man,,,,,
1846,us,,,,,
1847,No one,,,,,
1848,us,,,,,
1848,us,,,,,
1849,Hank,,,,,
1849,Hank,,,,,
1849,Hank,,,,,
1850,Betsy Bobbin,,,,,
1851,Betsy Bobbin,,,,,
1851,her animal friend,,,,,
1852,Betsy Bobbin,,,,,
1853,her animal friend,,,,,
1853,her animal friend,,,,,
1853,Betsy Bobbin,,,,,
1854,"Betsy Bobbin and Polly the Rainbow , who had become fast friends ,",,,,,
1854,"Betsy Bobbin and Polly the Rainbow , who had become fast friends ,",,,,,
1854,"Betsy Bobbin and Polly the Rainbow , who had become fast friends ,",,,,,
1855,Shaggy Man,,,,,
1856,we,,,,,
1856,we,,,,,
1856,the girl,,,,,
1858,Shaggy Man,,,,,
1858,that,,,,,
1858,Shaggy Man,,,,,
1859,that,,,,,
1859,the girl,,,,,
1859,the girl,,,,,
1860,The thing,,,,,
1860,Hank,,,,,
1860,Hank,,,,,
1860,"Hank , who had never seen a hoopskirt before",,,,,
1861,the Shaggy Man,,,,,
1862,the Shaggy Man,,,,,
1862,the Shaggy Man,,,,,
1863,the Shaggy Man,,,,,
1863,the Shaggy Man,,,,,
1867,Betsy Bobbin,,,,,
1867,Betsy Bobbin,,,,,
1867,me,,,,,
1871,Betsy Bobbin,,,,,
1871,Betsy Bobbin,,,,,
1871,Betsy Bobbin,,,,,
1872,the Shaggy Man,,,,,
1872,the Shaggy Man,,,,,
1873,the Shaggy Man,,,,,
1873,the Shaggy Man,,,,,
1874,the Shaggy Man,,,,,
1874,the Shaggy Man,,,,,
1874,the Shaggy Man,,,,,
1875,I,,,,,
1876,the Rainbow 's,,,,,
1876,I,,,,,
1877,I,,,,,
1879,"Betsy Bobbin , who had knelt down to examine I.",,,,,
1879,Betsy Bobbin,,,,,
1879,who,,,,,
1882,she,,,,,
1882,MECHANICAL MAN,,,,,
1886,she,,,,,
1887,Betsy Bobbin,,,,,
1887,Betsy Bobbin,,,,,
1891,N. B.--This Mechanism,,,,,
1892,Polly the Rainbow,,,,,
1892,he,,,,,
1893,Shaggy Man,,,,,
1894,us,,,,,
1895,us,,,,,
1897,The girls,,,,,
1898,Shaggy Man,,,,,
1898,Shaggy Man,,,,,
1898,Shaggy Man,,,,,
1898,whom,,,,,
1900,we,,,,,
1900,Tik - Tok,,,,,
1900,Betsy Bobbin,,,,,
1902,I,,,,,
1903,Polly the Rainbow,,,,,
1903,it,,,,,
1904,Betsy Bobbin,,,,,
1904,him,,,,,
1905,Betsy Bobbin,,,,,
1907,she,,,,,
1909,His thoughts,,,,,
1910,Betsy Bobbin,,,,,
1911,Shaggy Man,,,,,
1911,Shaggy Man,,,,,
1911,the copper man,,,,,
1912,the clockwork,,,,,
1912,him,,,,,
1912,him,,,,,
1912,him,,,,,
1915,they,,,,,
1915,they,,,,,
1915,him,,,,,
1916,self,,,,,
1916,we,,,,,
1916,Shaggy Man,,,,,
1916,Betsy Bobbin,,,,,
1916,the clockwork,,,,,
1916,him,,,,,
1916,Betsy Bobbin,,,,,
1916,him,,,,,
1916,him,,,,,
1916,him,,,,,
1917,I,,,,,
1917,I.,,,,,
1917,you,,,,,
1917,you,,,,,
1918,I,,,,,
