window_number,emotion_score
0,6.203490566037735
1,6.235233644859813
2,6.222087912087913
3,6.259065420560748
4,6.273728813559321
5,6.189361702127658
6,6.15076923076923
7,6.06469387755102
8,6.054787234042554
9,6.0253658536585375
10,6.04469387755102
11,6.111363636363636
12,6.153099999999999
13,6.174778761061947
14,6.174778761061947
15,6.1260919540229875
16,6.020315789473684
17,6.082
18,5.9905825242718445
19,6.0039
20,6.025980392156862
21,6.025980392156862
22,6.02901098901099
23,6.02103448275862
24,6.021460674157303
25,5.9760256410256405
26,5.905862068965517
27,5.971216216216217
28,5.950579710144928
29,6.115479452054794
30,6.185533980582524
31,6.172772277227722
32,6.17951923076923
33,6.190380952380951
34,6.195416666666667
35,6.176734693877552
36,6.161428571428571
37,6.18856
38,6.26172131147541
39,6.321970802919707
40,6.319185185185185
41,6.243863636363635
42,6.194848484848485
43,6.150102040816327
44,6.142
45,6.111203703703704
46,6.106442307692307
47,6.085913978494624
48,6.066206896551724
49,6.043164556962025
50,6.063522727272726
51,5.90972602739726
52,5.842560975609755
53,5.9646835443037975
54,6.185472972972972
55,6.074943181818182
56,6.0576165803108815
57,6.063016759776536
58,6.06828729281768
59,6.080609137055838
60,6.095268292682928
61,6.0303980099502486
62,6.051542056074767
63,6.087476190476191
64,6.061748878923766
65,6.003787878787879
66,5.788066666666666
67,5.98008064516129
68,5.966725663716814
69,5.966725663716814
70,5.963858267716536
71,5.991610169491525
72,5.9528037383177566
73,6.001744186046511
74,5.882413793103448
75,5.979880952380953
76,6.118560606060606
77,6.204909090909092
78,6.1056613756613745
79,6.138022598870057
80,6.138022598870057
81,6.154540816326529
82,6.178116591928251
83,6.09098712446352
84,6.087716535433071
85,6.112913385826773
86,6.112913385826773
87,6.070878661087867
88,5.888167539267015
89,5.8447619047619055
90,5.979404761904762
91,5.968639053254438
92,5.971602209944751
93,5.896821192052981
94,5.9360937499999995
95,5.9854464285714295
96,5.947314814814815
97,5.902477064220183
98,5.908962264150943
99,5.967899999999999
