window_number,emotion_score
0,5.799333333333333
1,6.218813559322033
2,6.126438356164384
3,6.261274509803921
4,6.083550724637681
5,6.055864197530863
6,6.062189349112426
7,6.106753926701571
8,6.087333333333334
9,6.124946808510638
10,6.127267759562842
11,6.014378698224851
12,5.988875
13,6.041340782122904
14,5.993333333333333
15,6.08784
16,6.050803571428572
17,5.953444444444444
18,5.990348837209303
19,5.990348837209303
20,5.8943010752688165
21,5.765975609756097
22,5.698817204301076
23,5.817272727272727
24,5.498333333333333
25,5.551967213114754
26,5.8031632653061225
27,5.823725490196078
28,5.97723076923077
29,5.867860962566844
30,5.922472527472527
31,5.966546391752576
32,5.9785204081632655
33,5.963532338308458
34,5.995691489361702
35,5.9524431818181816
36,5.985116279069768
37,5.946975308641976
38,5.962269938650306
39,5.974256756756756
40,6.125365853658537
41,6.099915966386554
42,6.138387096774194
43,6.181704545454545
44,6.181704545454545
45,6.179887640449438
46,6.068142857142857
47,5.953536585365853
48,6.088714285714285
49,5.751481481481481
50,5.833055555555556
51,5.8961538461538465
52,5.838222222222223
53,5.838222222222223
54,6.008405797101449
55,6.078936170212767
56,6.138541666666666
57,6.208936170212766
58,6.208936170212766
59,6.208936170212766
60,6.0612
61,6.171360000000001
62,6.197692307692308
63,6.197692307692308
64,6.197692307692308
65,6.1752688172043015
66,6.083733333333333
67,6.131076923076923
68,5.9809090909090905
69,5.968043478260869
70,5.889230769230769
71,5.983695652173913
72,5.4861538461538455
73,5.656119402985074
74,5.698857142857143
75,5.716224489795919
76,5.716224489795919
77,5.746272727272727
78,5.893963414634146
79,5.971551724137931
80,6.022407407407408
81,6.022407407407408
82,6.022407407407408
83,6.054387096774193
84,6.031835443037975
85,6.077165354330709
86,6.077165354330709
87,6.077165354330709
88,6.091525423728812
89,5.655245901639343
90,5.832959183673469
91,5.838803418803419
92,5.81344262295082
93,5.967472527472527
94,5.964950495049505
95,5.968058252427185
96,6.015733333333333
97,5.957883817427386
98,5.9712916666666676
99,6.148625
