window_number,emotion_score
0,5.881879194630872
1,6.018440860215053
2,5.9988082901554405
3,6.093739837398374
4,6.08013651877133
5,6.03961038961039
6,6.037723076923077
7,6.064642857142857
8,6.069885057471264
9,6.107500000000001
10,6.225708502024292
11,6.089072164948454
12,6.145804878048781
13,5.969028571428571
14,5.891005586592179
15,5.959940476190476
16,5.970409356725146
17,6.120245098039215
18,6.158718861209965
19,6.158718861209965
20,6.1476816608996545
21,6.103025830258304
22,6.121203007518796
23,6.126856060606061
24,6.155287356321839
25,6.212623574144486
26,6.154688644688645
27,6.1178099173553715
28,6.165348837209302
29,6.07625
30,6.064477611940299
31,6.077629629629629
32,6.077394636015325
33,6.0735714285714275
34,6.080480769230769
35,6.162871287128714
36,6.197158469945355
37,6.034741784037558
38,5.9134636871508395
39,5.823815028901734
40,5.865220125786163
41,5.866666666666666
42,6.021937172774869
43,6.10607305936073
44,6.0924669603524215
45,6.079132231404959
46,6.022511013215859
47,6.123872549019608
48,6.135901639344263
49,6.249934640522876
50,6.223571428571428
51,6.246176470588234
52,6.245526315789474
53,6.054757281553398
54,5.9165789473684205
55,5.817567567567567
56,5.748615384615384
57,5.679574468085106
58,5.679574468085106
59,5.679574468085106
60,5.613023255813953
61,5.506309523809524
62,5.559545454545455
63,5.64225
64,5.634285714285714
65,5.962160493827161
66,6.06412037037037
67,6.06412037037037
68,6.080297872340426
69,6.085384615384615
70,6.146190476190476
71,6.158904761904761
72,6.259666666666668
73,6.219878787878789
74,6.216886227544911
75,6.074188034188035
76,6.077962962962961
77,5.936279069767443
78,5.851666666666667
79,5.767671232876712
80,5.820714285714287
81,5.820714285714287
82,5.820714285714287
83,5.820714285714287
84,6.050000000000001
85,6.00433962264151
86,5.964696969696969
87,5.739807692307693
88,5.907833333333333
89,5.746621621621622
90,5.647662337662338
91,5.686
92,5.689107142857142
93,5.8558778625954195
94,5.909705882352942
95,5.963664596273292
96,5.987378048780489
97,6.036726190476191
98,6.038888888888889
99,6.175872093023256
