window_number,emotion_score
0,5.663728813559323
1,5.6450000000000005
2,5.6450000000000005
3,5.660153846153846
4,5.660153846153846
5,5.660153846153846
6,5.660153846153846
7,5.660153846153846
8,5.660153846153846
9,5.660153846153846
10,5.660153846153846
11,5.6988034188034185
12,5.773090909090909
13,5.790642201834863
14,5.821929824561404
15,5.77438202247191
16,5.871566265060241
17,5.936249999999999
18,5.936249999999999
19,5.881176470588235
20,5.881176470588235
21,5.881176470588235
22,5.731176470588235
23,5.731176470588235
24,5.731176470588235
25,5.801212121212121
26,5.938571428571429
27,5.7181632653061225
28,5.7181632653061225
29,5.7181632653061225
30,5.6825581395348825
31,5.6825581395348825
32,5.6825581395348825
33,5.6825581395348825
34,5.6825581395348825
35,5.900178571428571
36,5.750151515151516
37,5.820138888888889
38,5.820138888888889
39,5.820138888888889
40,5.769104477611941
41,5.769104477611941
42,5.73640625
43,5.73640625
44,5.73640625
45,5.73640625
46,5.73640625
47,5.73640625
48,5.73640625
49,5.73640625
50,5.73640625
51,5.73640625
52,5.73640625
53,5.724571428571429
54,6.024137931034483
55,6.024137931034483
56,6.024137931034483
57,6.024137931034483
58,5.993750000000001
59,5.993750000000001
60,5.993750000000001
61,5.761142857142857
62,5.891944444444444
63,5.866764705882352
64,5.866764705882352
65,5.866764705882352
66,5.866764705882352
67,5.866764705882352
68,5.906756756756757
69,5.906756756756757
70,5.8954545454545455
71,5.862112676056339
72,5.9225
73,5.770150375939849
74,5.820780141843971
75,5.808461538461538
76,5.816095890410959
77,5.881695906432748
78,5.881695906432748
79,5.881695906432748
80,5.921508379888269
81,5.921508379888269
82,5.931530054644809
83,5.914744897959183
84,5.920582524271845
85,5.8924607329842935
86,5.9117171717171715
87,5.856548672566372
88,5.845981735159818
89,5.840504587155963
90,5.808949579831933
91,5.808949579831933
92,5.840756972111554
93,5.840756972111554
94,5.834475806451613
95,5.852392156862746
96,5.850886075949368
97,5.8583710407239815
98,5.837037037037037
99,5.929150943396227
