window_number,emotion_score
0,6.092173913043479
1,6.0390551181102365
2,5.982378048780489
3,5.991605504587156
4,5.968503937007874
5,5.969831932773109
6,5.987764705882354
7,5.9795884773662555
8,5.941926910299004
9,5.933146417445483
10,5.914981818181818
11,5.933040293040294
12,5.858333333333334
13,5.8631528662420385
14,5.86355871886121
15,5.8609374999999995
16,5.792863849765259
17,5.792863849765259
18,5.804235294117647
19,5.795407407407407
20,5.795407407407407
21,5.724727272727273
22,5.740238095238095
23,6.172352941176471
24,6.056949152542373
25,6.056949152542373
26,6.0483116883116885
27,6.1041304347826095
28,6.026685714285715
29,6.017339449541284
30,6.017339449541284
31,6.062055335968379
32,6.042325581395349
33,6.013680555555556
34,5.991385135135134
35,5.991385135135134
36,5.989532374100719
37,5.951452702702703
38,5.777638483965014
39,5.7563071895424835
40,5.736870503597122
41,5.64991769547325
42,5.66264705882353
43,5.619556650246305
44,5.50907894736842
45,5.502269503546099
46,5.502269503546099
47,5.502269503546099
48,5.523333333333333
49,5.805714285714286
50,5.805714285714286
51,5.805714285714286
52,5.813225806451612
53,5.935774647887323
54,6.000591715976332
55,6.000591715976332
56,6.000591715976332
57,6.000591715976332
58,6.020224719101123
59,6.193333333333333
60,6.244597701149425
61,6.244597701149425
62,6.467796610169492
63,6.0925
64,5.928536585365854
65,5.928536585365854
66,5.928536585365854
67,5.928536585365854
68,5.928536585365854
69,5.7990625
70,5.7990625
71,5.976741573033707
72,5.939015151515151
73,5.9838
74,5.989322033898305
75,6.099415204678363
76,6.1094472361809045
77,6.1094472361809045
78,6.1094472361809045
79,6.1094472361809045
80,6.1094472361809045
81,6.121770833333334
82,6.249074074074074
83,6.249074074074074
84,6.294888888888888
85,6.1105063291139246
86,5.937758620689655
87,5.9616279069767435
88,5.9616279069767435
89,5.9616279069767435
90,5.839827586206896
91,5.837818181818181
92,5.855130434782609
93,5.884603174603175
94,5.908676470588236
95,5.980839694656488
96,6.030662650602409
97,6.030662650602409
98,6.030662650602409
99,6.030662650602409
